1775692800000000,71167.18000000,71169.59000000,70534.31000000,70953.54000000,0.13804000,1775699999999999,9776.82980890,54,0.09588000,6788.22118610,0
1775700000000000,70981.48000000,71128.46000000,70903.44000000,70957.50000000,0.13346000,1775707199999999,9483.15785580,32,0.10251000,7285.15919150,0
1775707200000000,70985.19000000,71081.31000000,70756.31000000,70982.67000000,0.07236000,1775714399999999,5130.80564060,46,0.06336000,4493.29872960,0
1775714400000000,71069.73000000,71109.56000000,70886.07000000,70991.54000000,0.03882000,1775721599999999,2756.08038860,43,0.02411000,1711.80602040,0
1775721600000000,70976.29000000,71557.78000000,70893.79000000,71465.21000000,0.20811000,1775728799999999,14825.49805280,104,0.16349000,11643.64673270,0
1775728800000000,71513.84000000,71516.56000000,71053.75000000,71154.82000000,0.11894000,1775735999999999,8481.03102630,126,0.04829000,3438.86911880,0
1775736000000000,71196.77000000,71321.23000000,70655.48000000,70810.85000000,0.31614000,1775743199999999,22462.13044120,146,0.26739000,19004.53222980,0
1775743200000000,70818.03000000,72335.17000000,70534.31000000,72182.97000000,0.57750000,1775750399999999,41201.56521220,581,0.31737000,22628.50428320,0
1775750400000000,72287.29000000,72559.21000000,71767.23000000,72279.30000000,0.19196000,1775757599999999,13870.48147970,162,0.10023000,7238.82372770,0
1775757600000000,72311.27000000,72311.27000000,71778.00000000,72062.92000000,0.12231000,1775764799999999,8801.23201650,81,0.06759000,4867.42015540,0
1775764800000000,72104.46000000,72601.13000000,72013.35000000,72325.74000000,0.10388000,1775771999999999,7517.54440980,60,0.07590000,5493.63996260,0
1775772000000000,72329.57000000,73105.11000000,71697.33000000,71814.66000000,1.44850000,1775779199999999,105640.69499200,164,1.25533000,91570.29989340,0
