1782345600000000,61023.20000000,61040.63000000,60684.62000000,60848.19000000,0.05066000,1782352799999999,3079.37263790,40,0.01308000,796.04446250,0
1782352800000000,60808.58000000,61042.02000000,60592.98000000,60697.00000000,0.72301000,1782359999999999,43931.14366510,82,0.21798000,13259.88068670,0
1782360000000000,60778.82000000,61704.61000000,60710.38000000,61523.52000000,0.41215000,1782367199999999,25129.68038060,161,0.35543000,21645.41129720,0
1782367200000000,61652.50000000,61843.40000000,61538.05000000,61766.85000000,0.04713000,1782374399999999,2908.24079190,139,0.00886000,546.51540090,0
1782374400000000,61826.90000000,61826.90000000,61626.55000000,61672.59000000,0.09856000,1782381599999999,6081.61468300,33,0.05863000,3618.73281900,0
1782381600000000,61635.80000000,61642.62000000,61132.57000000,61209.64000000,0.08181000,1782388799999999,5017.29246220,31,0.06851000,4202.38689610,0
1782388800000000,61275.60000000,61612.68000000,58100.00000000,58181.10000000,1.89424000,1782395999999999,111833.53671520,380,0.56095000,33492.00587170,0
1782396000000000,58210.19000000,60328.87000000,58210.19000000,59554.86000000,1.26843000,1782403199999999,75231.55443460,448,0.80630000,47842.49264680,0
1782403200000000,59487.48000000,59880.77000000,59129.93000000,59583.45000000,0.21168000,1782410399999999,12590.50183640,83,0.19519000,11610.69454230,0
1782410400000000,59608.21000000,59659.39000000,59140.29000000,59250.38000000,0.62815000,1782417599999999,37202.63782740,84,0.09384000,5580.18325700,0
1782417600000000,59435.07000000,60150.30000000,59275.23000000,60140.12000000,0.26120000,1782424799999999,15529.69768480,39,0.04591000,2747.66973090,0
1782424800000000,60071.92000000,60071.92000000,59726.67000000,59744.60000000,0.02907000,1782431999999999,1740.89407250,11,0.02121000,1270.34868900,0
