1788220800000000,78516.79000000,78860.45000000,78375.82000000,78440.00000000,5.00694000,1788227999999999,393865.44419890,843,2.47062000,194435.73699160,0
1788228000000000,78329.00000000,78793.00000000,78177.74000000,78669.13000000,4.59495000,1788235199999999,361227.52491750,263,2.67921000,210717.87550460,0
1788235200000000,78652.96000000,79166.57000000,78652.96000000,79166.57000000,6.17797000,1788242399999999,487782.67147290,532,4.98868000,394076.34451330,0
1788242400000000,79088.00000000,79088.00000000,78489.08000000,78614.12000000,2.10990000,1788249599999999,166249.63816990,114,0.02528000,1990.89639310,0
1788249600000000,78561.00000000,78561.00000000,77788.75000000,77916.16000000,5.21476000,1788256799999999,407351.94717790,363,1.03764000,80919.35363450,0
1788256800000000,77905.58000000,78169.99000000,77760.00000000,78092.50000000,13.72471000,1788263999999999,1070552.21728270,888,4.87973000,380749.10488220,0
1788264000000000,78000.00000000,78112.00000000,77475.60000000,77987.65000000,17.99005000,1788271199999999,1401843.21954480,1108,7.45314000,581062.74130520,0
1788271200000000,78092.50000000,78320.00000000,77707.53000000,77987.65000000,19.35011000,1788278399999999,1512313.77217520,951,9.29441000,726543.91999040,0
1788278400000000,77882.80000000,77896.00000000,77239.99000000,77239.99000000,2.82673000,1788285599999999,219445.31325410,128,0.43202000,33496.38070600,0
1788285600000000,77176.99000000,77408.00000000,76423.50000000,77248.00000000,0.16552000,1788292799999999,12706.14902590,150,0.04010000,3078.35103350,0
1788292800000000,77290.46000000,77456.00000000,76936.00000000,76936.00000000,0.02903000,1788299999999999,2245.33616480,21,0.02189000,1693.05109600,0
1788300000000000,77259.38000000,77583.00000000,77223.08000000,77583.00000000,0.01152000,1788307199999999,890.02763450,15,0.00816000,630.55808570,0
