1776902400000000,78361.51000000,78585.64000000,77725.10000000,78392.69000000,0.06332000,1776909599999999,4951.51270130,60,0.03636000,2845.77161780,0
1776909600000000,78374.53000000,78374.53000000,77541.00000000,77789.66000000,0.05954000,1776916799999999,4630.17694960,92,0.05260000,4090.20299950,0
1776916800000000,77793.25000000,78120.96000000,77759.88000000,77986.40000000,0.22543000,1776923999999999,17565.37952530,109,0.16548000,12897.91277040,0
1776924000000000,78149.79000000,78270.01000000,78149.79000000,78149.79000000,0.05395000,1776931199999999,4220.24519020,32,0.01246000,975.06973830,0
1776931200000000,78082.42000000,78082.42000000,77510.36000000,77651.79000000,0.17952000,1776938399999999,13957.68623900,77,0.01124000,873.25524170,0
1776938400000000,77687.89000000,77764.00000000,77252.16000000,77764.00000000,0.24734000,1776945599999999,19176.87278160,103,0.14715000,11398.40396080,0
1776945600000000,77851.95000000,77910.47000000,77543.99000000,77554.31000000,0.12950000,1776952799999999,10066.14694700,59,0.12316000,9573.96431150,0
1776952800000000,77527.45000000,78675.34000000,77474.46000000,78441.56000000,0.06353000,1776959999999999,4965.32065990,96,0.04679000,3659.53073640,0
1776960000000000,78451.33000000,78505.10000000,77075.31000000,77815.83000000,0.39504000,1776967199999999,30807.06267870,167,0.35128000,27394.19852220,0
1776967200000000,77876.65000000,78149.79000000,77630.72000000,77775.95000000,0.14237000,1776974399999999,11098.67009440,67,0.03623000,2825.82945600,0
1776974400000000,77775.33000000,78142.45000000,77758.12000000,78019.56000000,0.03894000,1776981599999999,3033.33657890,22,0.03819000,2975.00508140,0
1776981600000000,78149.79000000,78296.20000000,78149.79000000,78233.34000000,0.01731000,1776988799999999,1354.43098580,15,0.01340000,1048.29284380,0
