1783296000000000,63554.93000000,63845.07000000,63385.75000000,63569.08000000,0.02738000,1783303199999999,1740.16716810,17,0.01344000,855.47018030,0
1783303200000000,63584.91000000,63584.91000000,63138.81000000,63205.34000000,0.03555000,1783310399999999,2246.74233600,12,0.03405000,2151.64233600,0
1783310400000000,63294.28000000,63294.28000000,62925.81000000,63058.29000000,0.19481000,1783317599999999,12304.66447810,35,0.16082000,10160.65408870,0
1783317600000000,63028.07000000,63064.59000000,62940.74000000,63064.59000000,0.00855000,1783324799999999,538.56033170,8,0.00855000,538.56033170,0
1783324800000000,63111.75000000,63111.75000000,62583.21000000,62616.97000000,0.04425000,1783331999999999,2782.34228140,187,0.03042000,1910.78445200,0
1783332000000000,62616.97000000,62929.74000000,62438.22000000,62489.27000000,0.44772000,1783339199999999,28044.52003420,98,0.19515000,12258.20751100,0
1783339200000000,62386.85000000,62386.85000000,61047.53000000,61910.22000000,1.47504000,1783346399999999,90821.86820740,191,0.90406000,55546.98391030,0
1783346400000000,61800.75000000,63479.75000000,61729.95000000,63479.75000000,0.18963000,1783353599999999,11851.40795190,90,0.18376000,11485.15385320,0
1783353600000000,63500.00000000,63916.64000000,63370.01000000,63554.41000000,0.40485000,1783360799999999,25734.28204450,145,0.31087000,19756.52572630,0
1783360800000000,63554.10000000,63800.00000000,63521.48000000,63704.44000000,0.09784000,1783367999999999,6228.54473340,29,0.04835000,3078.59364430,0
1783368000000000,63596.01000000,64651.34000000,63541.09000000,64391.67000000,0.49392000,1783375199999999,31651.21136150,182,0.32012000,20516.00605350,0
1783375200000000,64308.87000000,64420.38000000,64044.22000000,64044.22000000,0.09383000,1783382399999999,6026.67751960,25,0.03251000,2088.22932320,0
