1783382400000000,64025.95000000,64262.35000000,63745.52000000,63838.57000000,0.17922000,1783389599999999,11452.96527750,51,0.08773000,5607.37396870,0
1783389600000000,63761.94000000,63761.94000000,63228.43000000,63294.56000000,0.07270000,1783396799999999,4606.36087700,23,0.02316000,1467.09123660,0
1783396800000000,63111.30000000,63221.35000000,62857.33000000,62857.33000000,0.06139000,1783403999999999,3876.64525400,20,0.05675000,3583.77713410,0
1783404000000000,63059.05000000,63284.62000000,63059.05000000,63105.00000000,2.62011000,1783411199999999,165655.80984810,135,0.10141000,6406.85731210,0
1783411200000000,62995.21000000,63200.00000000,62995.21000000,63200.00000000,0.01617000,1783418399999999,1021.33853800,6,0.00317000,199.90237000,0
1783418400000000,63221.09000000,63395.77000000,63146.26000000,63364.11000000,0.21291000,1783425599999999,13484.17513790,50,0.15824000,10022.92177040,0
1783425600000000,63362.11000000,63782.88000000,62978.91000000,63042.72000000,0.05110000,1783432799999999,3238.59184690,88,0.03731000,2363.40991540,0
1783432800000000,62834.04000000,64014.84000000,62691.91000000,63935.08000000,0.21751000,1783439999999999,13811.96756960,90,0.13621000,8651.20891590,0
1783440000000000,63863.81000000,64175.73000000,63773.92000000,64099.37000000,0.12993000,1783447199999999,8310.18776820,58,0.07493000,4796.33666610,0
1783447200000000,64055.29000000,64055.29000000,63344.29000000,63815.10000000,0.65159000,1783454399999999,41371.52263600,110,0.07020000,4458.79888590,0
1783454400000000,63807.66000000,63815.10000000,63337.40000000,63450.95000000,0.02792000,1783461599999999,1778.30796610,18,0.02720000,1732.51176410,0
1783461600000000,63378.61000000,63660.95000000,63378.61000000,63536.31000000,0.02749000,1783468799999999,1745.02835070,19,0.01656000,1052.08473080,0
