C4_close_position_pct,C4_dist_to_high_pct,C4_dist_to_low_pct,C4_dist_to_high_pips,C4_dist_to_low_pips,break_above_25pct,break_below_25pct,dist_to_upper_25pct_pct,dist_to_lower_25pct_pct,break_above_50pct,break_below_50pct,dist_to_upper_50pct_pct,dist_to_lower_50pct_pct,break_above_75pct,break_below_75pct,dist_to_upper_75pct_pct,dist_to_lower_75pct_pct,break_above_90pct,break_below_90pct,dist_to_upper_90pct_pct,dist_to_lower_90pct_pct,C4_vs_C3_high_pct,C4_vs_C3_low_pct,C4_close_in_C3_pct,C5_upper_wick_pips,C5_lower_wick_pips,C5_upper_wick_ratio,C5_lower_wick_ratio,C5_wick_body_ratio,C6_upper_wick_pips,C6_lower_wick_pips,C6_upper_wick_ratio,C6_lower_wick_ratio,C6_wick_body_ratio,C7_upper_wick_pips,C7_lower_wick_pips,C7_upper_wick_ratio,C7_lower_wick_ratio,C7_wick_body_ratio,C5_long_upper_wick,C5_long_lower_wick,C5_rejected_high,C5_rejected_low,C6_long_upper_wick,C6_long_lower_wick,C6_rejected_high,C6_rejected_low,C7_long_upper_wick,C7_long_lower_wick,C7_rejected_high,C7_rejected_low,C5_break_high,C5_break_low,C6_break_high,C6_break_low,C7_break_high,C7_break_low,C5_close_above_high,C5_close_below_low,C6_close_above_high,C6_close_below_low,C7_close_above_high,C7_close_below_low,first_break_candle,C5_above_both_highs,C5_above_higher_high,C5_below_both_lows,C5_below_lower_low,C5_high_between_highs,C5_low_between_lows,C5_breaks_above_from_between,C3_C4_total_body_pips,C3_C4_total_wick_pips,C3_C4_body_ratio,C3_C4_wick_ratio,C5_max_up_pips,C5_max_down_pips,C5_net_change_pips,C5_hit_750_up,C5_hit_750_down,C5_hit_50_SL,C5_time_to_target,C6_max_up_pips,C6_max_down_pips,C6_net_change_pips,C6_hit_750_up,C6_hit_750_down,C6_hit_50_SL,C6_time_to_target,C7_max_up_pips,C7_max_down_pips,C7_net_change_pips,C7_hit_750_up,C7_hit_750_down,C7_hit_50_SL,C7_time_to_target,max_up_all_pips,max_down_all_pips,hit_750_up,hit_750_down,pullback_pips,pullback_pct_of_range,C5_direction,C6_direction,C7_direction,future_break_up,future_break_down,timestamp
24.295953566706682,75.70404643329331,24.295953566706682,60637200.000000015,19460500.00000003,0,1,0.7040464332933619,-50.70404643329327,0,1,25.704046433293225,-25.704046433293225,0,1,50.70404643329327,-0.7040464332933619,0,0,65.70404643329334,14.295953566706702,0.23159216806460545,2.0933185347394265,85.7101760278653,2287599.999999948,2660899.999999965,0.2222373342400512,0.2585029387477522,0.9258185219831455,2239000.0000000875,9467200.000000011,0.1535338851135966,0.6491898156084801,4.069032639299453,4000099.999999948,2657099.9999999185,0.600868232890709,0.399131767109291,665719999999986.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6880100.000000093,6166999.999999825,0.5273279119497923,0.4726720880502076,10.184397309639914,100.57428595162159,-71.94284083675402,0,0,1,1,-43.22316322538379,200.13820221769095,-98.27055698807759,0,0,1,2,-43.227467249604274,114.85934233649031,-86.26878545170949,0,0,1,3,10.184397309639914,200.13820221769095,0,1,0.0,0.0,0,0,0,0,0,1764856800000000
24.92572735474436,75.07427264525565,24.92572735474436,13064499.99999997,4337599.999999948,0,1,0.07427264525522388,-50.07427264525606,0,1,25.07427264525564,-25.07427264525564,0,1,50.07427264525606,-0.07427264525522388,0,0,65.07427264525599,14.925727354744692,-6.1883335919229765,0.0,23.401991134876347,2239000.0000000875,9467200.000000011,0.1535338851135966,0.6491898156084801,4.069032639299453,4000099.999999948,2657099.9999999185,0.600868232890709,0.399131767109291,665719999999986.6,1245800.0000000175,786800.0000000757,0.34383021002953423,0.21715011177657711,1.2778022254354622,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8025200.000000041,3345199.999999895,0.7057975093224589,0.2942024906775412,28.92779236757615,129.1243184096872,-26.518497757664523,0,0,1,1,28.92345715460197,43.22749235999905,-14.429756381623099,0,0,0,2,28.922373351359212,10.347069564019678,15.420352546021682,0,0,0,3,28.92779236757615,129.1243184096872,0,1,0.0,0.0,0,0,1,0,1,1764864000000000
45.90491429679759,54.09508570320241,45.90491429679759,11156299.999999901,9467200.000000011,1,1,-20.90491429679777,-29.095085703202585,0,1,4.095085703202759,-4.095085703202759,0,0,29.095085703202585,20.90491429679777,0,0,44.095085703202336,35.90491429679752,-24.06720488762787,-44.86677818992904,2.0799533686310463,4000099.999999948,2657099.9999999185,0.600868232890709,0.399131767109291,665719999999986.6,1245800.0000000175,786800.0000000757,0.34383021002953423,0.21715011177657711,1.2778022254354622,864699.9999998661,0.0,0.32401543822830636,0.0,0.47932372505533494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8221899.999999878,11324700.000000011,0.42063069792188534,0.5793693020781147,55.58936956949435,16.75342216113585,12.120884139929988,0,0,1,1,55.58828288452631,-16.214426416702157,42.050361545521596,0,0,1,2,55.58936956949435,-26.58900781206881,46.192804645882696,0,0,1,3,55.58936956949435,16.75342216113585,0,0,0.0,0.0,0,1,1,0,0,1764871200000000
51.3133076344946,48.68669236550541,51.3133076344946,10040899.999999965,10582599.999999948,1,1,-26.31330763449477,-23.686692365505582,1,0,-1.3133076344942403,1.3133076344942403,0,0,23.686692365505582,26.31330763449477,0,0,38.68669236550534,41.31330763449452,-0.0019395349968797364,38.429461536596904,72.56756108097704,1245800.0000000175,786800.0000000757,0.34383021002953423,0.21715011177657711,1.2778022254354622,864699.9999998661,0.0,0.32401543822830636,0.0,0.47932372505533494,677100.000000064,0.0,0.12686427340179543,0.0,0.14529731121651288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876899.999999878,11706200.000000099,0.19727629927792323,0.8027237007220768,43.41477619737139,-4.088586548387261,29.893244150699882,0,0,0,1,43.41586156677575,-14.450608257295004,34.03067232231045,0,0,0,2,57.92833588015277,0.0,0.0,0,0,1,3,57.92833588015277,0.0,0,0,0.0,0.0,1,1,0,0,0,1764878400000000
68.23079205590746,31.76920794409255,68.23079205590746,6209799.999999959,13336799.99999993,1,1,-43.230792055907635,-6.769207944092736,1,0,-18.230792055907077,18.230792055907077,0,0,6.769207944092736,43.230792055907635,0,0,21.769207944092475,58.23079205590738,-0.000511597924690809,15.520857847400151,81.2849245929221,864699.9999998661,0.0,0.32401543822830636,0.0,0.47932372505533494,677100.000000064,0.0,0.12686427340179543,0.0,0.14529731121651288,750599.9999999767,0.0,0.15522696722158458,0.0,0.18374990819847906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1590699.9999999243,5066499.999999942,0.23894430090728178,0.7610556990927182,13.482314404454987,15.396610429937343,4.125096918677036,0,0,0,1,27.951535521878643,29.804149877799766,-29.804149877799766,0,0,0,2,8.13548757466134,44.19112876914178,-44.19112876914178,0,0,0,3,27.951535521878643,44.19112876914178,0,0,0.0,0.0,1,0,0,0,0,1764885600000000
94.06779079893884,5.932209201061153,94.06779079893884,865099.9999999476,13718000.00000003,1,0,-69.06779079893884,19.067790798938848,1,0,-44.06779079893885,44.06779079893885,1,0,-19.067790798938848,69.06779079893884,1,0,-4.067790798939246,84.06779079893845,0.0006857252569591737,6.5466190316188815,76.1377749565337,677100.000000064,0.0,0.12686427340179543,0.0,0.14529731121651288,750599.9999999767,0.0,0.15522696722158458,0.0,0.18374990819847906,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,3394700.0000000116,228699.99999995343,0.9368824860628262,0.06311751393717382,23.81661401909126,33.91525642449952,-33.91525642449952,0,0,0,1,4.008737013114246,48.2963029947521,-48.2963029947521,0,0,0,2,7.222433091354911,44.65425833119144,7.222433091354911,0,0,0,3,23.81661401909126,48.2963029947521,0,0,6666699.999999982,45.71524572964591,0,0,1,1,0,1764892800000000
33.2374316700642,66.76256832993582,33.2374316700642,5337200.000000011,2657099.9999999185,1,1,-8.237431670064192,-41.7625683299358,0,1,16.762568329935807,-16.762568329935807,0,0,41.7625683299358,8.237431670064192,0,0,56.7625683299358,23.237431670064193,16.725667037765355,-16.654366235943183,-49.88945928729409,750599.9999999767,0.0,0.15522696722158458,0.0,0.18374990819847906,0.0,0.0,0.0,0.0,0.0,2985400.0000000815,1015099.9999999476,0.22036538106662348,0.07492895368148718,0.4190321566984436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,6464100.000000035,-1126900.0000000233,1.2111406730120702,-0.21114067301207015,38.05305133699665,14.429986238600998,-14.429986238600998,0,0,0,1,41.27768383905553,10.775547452187451,41.27768383905553,0,0,0,2,33.11136443633098,113.92905569714124,-102.91147086765389,0,0,1,3,41.27768383905553,113.92905569714124,0,1,0.0,0.0,0,1,0,0,1,1764900000000000
0.0,100.0,0.0,6666699.999999982,0.0,0,1,24.999999999999453,-75.00000000000054,0,1,50.00000000000109,-50.00000000000109,0,1,75.00000000000054,-24.999999999999453,0,1,89.99999999999979,-10.000000000000218,-27.46786266068607,-19.942400287998176,-24.91006520272742,0.0,0.0,0.0,0.0,0.0,2985400.0000000815,1015099.9999999476,0.22036538106662348,0.07492895368148718,0.4190321566984436,180900.0000001106,0.0,0.047461629279839025,0.0,0.049826474962846846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,0,8745000.0,-2078300.0000000175,1.311743441282797,-0.311743441282797,55.788172333561526,-3.659719756986592,55.788172333561526,0,0,1,1,47.61005191432626,99.64285395968156,-88.60934779598362,0,0,1,2,-46.615503777217235,88.04414011150723,-48.58177435648457,0,0,1,3,55.788172333561526,99.64285395968156,0,1,0.0,0.0,1,0,1,0,1,1764907200000000
76.98861505692413,23.011384943075868,76.98861505692413,1534100.000000035,5132599.999999948,1,0,-51.98861505692468,1.9886150569235854,1,0,-26.988615056923038,26.988615056923038,1,0,-1.9886150569235854,51.98861505692468,0,0,13.011384943075651,66.98861505692392,4.456477717610201,5.050474747626013,106.1441422810447,2985400.0000000815,1015099.9999999476,0.22036538106662348,0.07492895368148718,0.4190321566984436,180900.0000001106,0.0,0.047461629279839025,0.0,0.049826474962846846,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,8880800.000000017,-3748200.00000007,1.73027315590541,-0.7302731559054102,-8.132749297300919,154.56871567847827,-143.59642193619922,0,0,1,1,-101.83555416622784,143.03434994861354,-103.79091613842722,0,0,1,2,-103.79091613842722,212.19622711340043,-212.19622711340043,0,0,1,3,-8.132749297300919,212.19622711340043,0,1,0.0,0.0,0,1,0,0,1,1764914400000000
6.410887962611793,93.5891120373882,6.410887962611793,14818899.999999994,1015099.9999999476,0,1,18.589112037388666,-68.58911203738775,0,1,43.589112037388205,-43.589112037388205,0,1,68.58911203738775,-18.589112037388666,0,1,83.58911203738839,-3.589112037388023,-4.751799924213147,-60.0227358848047,-177.00327362955974,180900.0000001106,0.0,0.047461629279839025,0.0,0.049826474962846846,0.0,0.0,0.0,0.0,0.0,10401800.000000076,2706600.000000035,0.7560491637653443,0.19672774583699862,20.176081268277475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,14342899.999999937,-43000.000000029104,1.0030070140350653,-0.0030070140350652373,42.36927540478706,-0.5702607275909566,40.385426065915425,0,0,0,1,40.385426065915425,69.5992251472692,-69.5992251472692,0,0,1,2,27.482180448918655,123.39674486403518,-93.7146739929089,0,0,1,3,42.36927540478706,123.39674486403518,0,1,0.0,0.0,1,0,0,0,1,1764921600000000
