future_break_up,future_break_down,pullback_pips,pullback_pct_of_range
1,0,12589599.999999918,177.48329432994024
1,0,16197899.999999937,246.052771490635
1,0,16777400.000000052,231.5114048765679
1,0,16777400.000000052,127.99066240473616
1,0,16777400.000000052,103.57762425993566
1,0,15950400.000000082,66.377857401466
1,0,13790800.000000017,110.14927995782841
1,1,27227399.999999907,220.23473456875044
1,1,27227399.999999907,166.97165564863215
1,1,27227399.999999907,170.7004213060473
1,1,24291699.99999998,218.75939951189912
1,0,18496399.999999993,52.39773371104813
1,0,19794199.99999998,61.20958365287089
1,0,19794199.99999998,65.15171962069269
1,0,19794199.99999998,56.564230643935254
1,0,12284799.999999959,31.05060686789425
1,1,94558200.00000007,150.2015751133365
1,0,36393000.00000003,121.07551708191822
1,0,54240500.00000003,188.56816064301748
1,0,48905800.000000015,154.0320751864547
1,0,30510200.00000004,65.16794894249634
1,0,23635299.99999999,39.47631701577189
1,0,19939500.000000115,36.76127616817711
1,0,19939500.000000115,40.77123776729981
1,0,17578500.00000006,204.32988492386377
1,0,20035899.999999966,232.89433918400437
1,0,18929099.99999989,250.76305540099986
1,0,16464299.99999993,93.66157521972792
1,0,12916499.999999942,61.38058194294588
1,0,12916499.999999942,53.69971563035264
1,0,22455600.000000123,136.3896430458642
1,1,22455600.000000123,173.8520497038689
1,1,22455600.000000123,173.8520497038689
1,1,27449899.999999907,105.3209326595836
1,0,20313099.999999978,89.28324974836632
1,0,12165599.999999978,45.90116926188214
1,0,13533499.999999912,49.302547550264144
1,1,20548999.99999994,144.41125830141448
1,1,20548999.99999994,150.52668590767212
1,0,16015999.999999912,89.77528152869075
1,1,30136300.000000045,155.7858224733391
1,1,30136300.000000045,239.65057931944736
1,0,13672500.0,104.56579098313617
1,0,14290499.999999885,109.29218767924631
1,0,13388600.000000006,124.28037018815643
1,1,29997999.999999955,185.5473703092029
1,1,32142999.999999955,224.92564990728258
1,0,7470400.000000082,51.746972929539545
1,0,14311999.99999997,92.69790276824196
1,0,14311999.99999997,129.50043884651222
1,0,13917099.999999918,161.27166960229692
1,0,24934199.99999998,174.21883733929593
1,0,25601300.000000045,178.8799608719962
1,0,25601300.000000045,160.33079071631698
1,0,8830899.999999965,28.605347974669133
1,0,11530799.999999871,257.24037925264633
1,1,18178999.99999994,474.54839720162516
1,0,15020899.999999965,242.08515987622587
1,0,15020899.999999965,130.26763104034526
1,0,15020899.999999965,82.62775730238194
