feature,target,pearson_r,pearson_p,spearman_r,spearman_p,n,abs_spearman
future_break_up,C6_high_excursion,0.4498835434306277,2.031832560362417e-165,0.5184223020469182,3.631057637957209e-228,3325,0.5184223020469182
C7_break_high,C7_low_excursion,0.43309015155249264,4.130028948896622e-152,0.5156644301589904,2.3500798163449143e-225,3325,0.5156644301589904
C7_break_high,C6_return,0.4541102582173715,6.899277854861092e-169,0.5104865984760192,3.796103280129999e-220,3325,0.5104865984760192
C5_direction,C6_return,0.44550684437468724,7.05934627813365e-162,0.5064081995133268,4.157555167736148e-216,3325,0.5064081995133268
C6_break_high,C7_high_excursion,0.45757128629395327,9.150805066870632e-172,0.5054544959154426,3.59377035816873e-215,3325,0.5054544959154426
C6_break_low,C6_return,-0.46794029644958557,1.3792178514265007e-180,-0.5038270825225628,1.403179618218714e-213,3325,0.5038270825225628
C6_break_low,C7_low_excursion,-0.45739636569733033,1.2813842319028089e-171,-0.4973917274865985,2.274561170054427e-207,3325,0.4973917274865985
first_touch,C6_high_excursion,0.4229181217977229,2.0831014732806018e-144,0.4938929447933325,4.7604573992797994e-204,3325,0.4938929447933325
C6_break_high,C6_return,0.44638496834877867,1.3883230553345097e-162,0.491288817127143,1.3313785200343549e-201,3325,0.491288817127143
C6_direction,C6_return,0.4150723047380962,1.2060606540266071e-138,0.48824201654821786,9.121998411483526e-199,3325,0.48824201654821786
first_touch,C7_high_excursion,0.40416100177609393,6.979446615128761e-131,0.4767135708450194,2.7153156888945594e-188,3325,0.4767135708450194
first_touch,C6_low_excursion,0.4100700097268981,4.742556493665167e-135,0.4721331862723943,3.0546285607347906e-184,3325,0.4721331862723943
first_touch,C7_low_excursion,0.4106086223702111,1.958422137658798e-135,0.47027910486991864,1.280367519016062e-182,3325,0.47027910486991864
future_break_down,C5_low_excursion,-0.4019491643825832,2.411635723854737e-129,-0.4650745380217917,4.0582835746793393e-178,3325,0.4650745380217917
first_touch,C6_return,0.41354632352940474,1.5291219968737365e-137,0.4498743988626577,2.066999283906681e-165,3325,0.4498743988626577
C6_break_low,C5_return,-0.4197839967466363,4.356245345924606e-142,-0.4494562134737602,4.527924090025904e-165,3325,0.4494562134737602
C6_break_low,C5_low_excursion,-0.42902086163639497,5.360424507610549e-149,-0.4493234441387465,5.806618431654846e-165,3325,0.4493234441387465
C6_break_low,C6_high_excursion,-0.34837333988842856,1.7250934096106446e-95,-0.43819485556847254,4.4642346570762963e-156,3325,0.43819485556847254
C5_direction,C7_low_excursion,0.36052787526742214,1.2908334668279497e-102,0.4357757846226605,3.449729143550746e-154,3325,0.4357757846226605
C5_direction,C7_high_excursion,0.3398503213244102,1.1187978408134391e-90,0.43510391908112717,1.1466840857297662e-153,3325,0.43510391908112717
C7_break_low,C6_high_excursion,-0.34764103377802585,4.530940908714704e-95,-0.42909988554571715,4.6681751417181135e-149,3325,0.42909988554571715
first_touch,C7_return,0.4041840853138227,6.725166802650098e-131,0.4276974180951423,5.401776559899639e-148,3325,0.4276974180951423
future_break_down,C6_return,-0.38610572107047286,1.1636770170923258e-118,-0.42694744925118444,1.9912251824364805e-147,3325,0.42694744925118444
C6_break_high,C5_high_excursion,0.454179415224535,6.048316845687914e-169,0.42320415909416476,1.2755813524691546e-144,3325,0.42320415909416476
future_break_up,C7_return,0.38934552960497937,8.484579956269752e-121,0.4227920716644254,2.585295577320031e-144,3325,0.4227920716644254
C6_break_high,C7_low_excursion,0.3669562255443615,1.637325947729224e-106,0.4210219607182673,5.3150802396961315e-143,3325,0.4210219607182673
C6_break_high,C6_low_excursion,0.3488026464455854,9.782196815046733e-96,0.4208343077715645,7.315469815956864e-143,3325,0.4208343077715645
future_break_up,C5_high_excursion,0.41879468356834565,2.3251969338487466e-141,0.42068994415769956,9.352131808992147e-143,3325,0.42068994415769956
C6_direction,C7_low_excursion,0.34906472676789685,6.915768703258482e-96,0.41990121477045306,3.570846575126695e-142,3325,0.41990121477045306
future_break_down,C7_return,-0.3888303543873874,1.862468669197072e-120,-0.41861435925002416,3.1533484760875254e-141,3325,0.41861435925002416
C6_break_low,C7_high_excursion,-0.34864437172324303,1.2059078768034387e-95,-0.41444499298424403,3.4318051589904113e-138,3325,0.41444499298424403
first_touch,C5_high_excursion,0.40205640154159494,2.0323099873462582e-129,0.410143230820557,4.205688609559721e-135,3325,0.410143230820557
C5_direction,C7_return,0.37067919625314916,8.24461053319905e-109,0.40956749770270906,1.0807798927250234e-134,3325,0.40956749770270906
C6_direction,C7_high_excursion,0.3202332946480216,3.644201668080308e-80,0.408267220736821,9.047376555764795e-134,3325,0.408267220736821
first_touch,C5_return,0.38393288602690756,3.0600054712925616e-117,0.4053289465251297,1.0634271836231694e-131,3325,0.4053289465251297
future_break_up,C6_return,0.3674348695751065,8.325266160384734e-107,0.4016165246261098,4.0989885059493025e-129,3325,0.4016165246261098
C6_break_high,C7_return,0.3720267416636758,1.1937127799321746e-109,0.3959491260760681,3.1425147154281876e-125,3325,0.3959491260760681
C7_break_high,C6_low_excursion,0.3333978592299015,3.911113472809248e-87,0.39386975584338385,8.009243361053029e-124,3325,0.39386975584338385
C6_break_high,C5_return,0.36231831582289775,1.0827542386380393e-103,0.3897763405934359,4.391557146235929e-121,3325,0.3897763405934359
C6_break_low,C7_return,-0.3680812337820726,3.333793645662653e-107,-0.3838653159043635,3.386140483465735e-117,3325,0.3838653159043635
future_break_down,C7_high_excursion,-0.3137891515571086,7.04673752964518e-77,-0.3813254774406763,1.4976869267554814e-115,3325,0.3813254774406763
future_break_up,C7_low_excursion,0.3195512694471212,8.189870383521453e-80,0.3792762833174707,3.10875170953092e-114,3325,0.3792762833174707
first_touch,C5_low_excursion,0.32071197099086646,2.0617383765084883e-80,0.3694394180443384,4.839361252562795e-108,3325,0.3694394180443384
C6_direction,C7_return,0.3334622609477964,3.608702499277992e-87,0.36846667533198124,1.9296983905151038e-107,3325,0.36846667533198124
future_break_down,C5_return,-0.3311061953842229,6.768201042271403e-86,-0.36383517853188746,1.3098949016853902e-104,3325,0.36383517853188746
C7_direction,C7_return,0.3097704820435192,7.185379891785206e-75,0.3614933032062182,3.3990107905274033e-103,3325,0.3614933032062182
C7_break_low,C5_return,-0.3497599397600156,2.752081197685923e-96,-0.35535919281036643,1.5117683072830488e-99,3325,0.35535919281036643
C5_break_low,C5_return,-0.337116851067335,3.6331611333553086e-89,-0.35117555093759195,4.1847324176093955e-97,3325,0.35117555093759195
C7_break_low,C5_low_excursion,-0.33274451549601575,8.838534851080695e-87,-0.3498325387298584,2.4992705383242393e-96,3325,0.3498325387298584
C5_break_low,C6_low_excursion,-0.3399060612576932,1.0417646675824441e-90,-0.34733939873966424,6.739106476660003e-95,3325,0.34733939873966424
C7_break_high,C5_high_excursion,0.38225231594229864,3.7719019901756067e-116,0.345661489211283,6.084538864303575e-94,3325,0.345661489211283
future_break_down,C6_high_excursion,-0.2794975970733529,1.0013735160820033e-60,-0.3421015146267503,6.19988653646193e-92,3325,0.3421015146267503
C5_break_high,C6_high_excursion,0.35094080890104806,5.722713574761447e-97,0.3420638192417591,6.5088927879734e-92,3325,0.3420638192417591
C5_break_high,C5_return,0.33489536944692033,5.990453386440745e-88,0.34178800619423183,9.289136783981876e-92,3325,0.34178800619423183
C7_break_high,C5_return,0.31291625273530477,1.9360261763796654e-76,0.322401800729526,2.7374752121285383e-81,3325,0.322401800729526
C5_range,C5_low_excursion,-0.38186440019410645,6.721125475189549e-116,-0.31524122078366196,1.3018235690833096e-77,3325,0.31524122078366196
future_break_up,C5_return,0.30223168942600737,3.46963808088218e-71,0.3131804090702526,1.4263981910693052e-76,3325,0.3131804090702526
future_break_up,C6_low_excursion,0.2646094875610514,2.1733586952782998e-54,0.3095632021577846,9.103258872055637e-75,3325,0.3095632021577846
C5_break_high,C6_low_excursion,0.22683329628910168,4.635380111971668e-40,0.2648522265007285,1.7258744814759824e-54,3325,0.2648522265007285
C6_direction,C6_high_excursion,0.21876449026403322,2.579829650763883e-37,0.26281521256770685,1.1856717764009458e-53,3325,0.26281521256770685
C5_break_high,C7_high_excursion,0.2583408197933469,7.701302329228487e-52,0.25785299448408894,1.2079485630039144e-51,3325,0.25785299448408894
C5_break_low,C6_high_excursion,-0.2267719916519837,4.868053414610455e-40,-0.25686653698978407,2.9927349997983213e-51,3325,0.25686653698978407
C6_direction,C6_low_excursion,0.22059052920240013,6.306109470781789e-38,0.2502780045611636,1.1587952512872621e-48,3325,0.2502780045611636
C5_break_high,C6_return,0.24951681260169828,2.280973240347438e-48,0.24726921085244336,1.6622393461183772e-47,3325,0.24726921085244336
C6_range,C6_low_excursion,-0.280520748786681,3.551341769679691e-61,-0.24686332354752408,2.374270530222565e-47,3325,0.24686332354752408
C5_break_low,C7_low_excursion,-0.24309404002848103,6.307259297886076e-46,-0.24392901887654828,3.0650386136531288e-46,3325,0.24392901887654828
C5_break_low,C6_return,-0.23257635401662624,4.4202769133093555e-42,-0.23104521797966368,1.547397430143152e-41,3325,0.23104521797966368
C6_break_low,C5_high_excursion,-0.18543425809243083,4.1741194598195204e-27,-0.22647840476096845,6.15360347405106e-40,3325,0.22647840476096845
C5_range,C5_high_excursion,0.3420391787117323,6.719134825406129e-92,0.2179995501062558,4.637089080920924e-37,3325,0.2179995501062558
C7_range,C7_low_excursion,-0.22934960571390628,6.131808323550171e-41,-0.2139182483023985,1.0199396878296953e-35,3325,0.2139182483023985
C5_break_high,C7_low_excursion,0.19814091371108308,8.726095608583937e-31,0.20569276508407183,4.2720923509051336e-33,3325,0.20569276508407183
C6_break_high,C5_low_excursion,0.1611415217843825,8.80286748373676e-21,0.202426192582395,4.3779518953909034e-32,3325,0.202426192582395
C5_break_high,C5_low_excursion,0.14452129768850425,5.552042612126778e-17,0.1967458474698874,2.277623876642834e-30,3325,0.1967458474698874
C5_break_high,C7_return,0.2058397927048955,3.843650326485611e-33,0.19653677893878682,2.628172040348322e-30,3325,0.19653677893878682
future_break_down,C5_high_excursion,-0.16412371932056866,1.651497679166939e-21,-0.19408826566675472,1.3884944637946615e-29,3325,0.19408826566675472
C5_break_low,C5_high_excursion,-0.13791229755725318,1.375738359874311e-15,-0.18799996389753695,7.913319708730305e-28,3325,0.18799996389753695
C7_break_low,C5_high_excursion,-0.16447583169915353,1.352573692875859e-21,-0.1836240035486098,1.3299266830158856e-26,3325,0.1836240035486098
C5_break_low,C7_high_excursion,-0.17815884972061885,4.089797210645042e-25,-0.17941692690031028,1.8766068024389288e-25,3325,0.17941692690031028
window_range,C5_high_excursion,-0.17141740244313253,2.4113587131583146e-23,-0.17925952729050112,2.069371980511086e-25,3325,0.17925952729050112
C7_direction,C7_high_excursion,0.13937931296152944,6.835790573225015e-16,0.17447663592718018,3.869254320280408e-24,3325,0.17447663592718018
C5_break_low,C7_return,-0.17891222689951125,2.5668440165083704e-25,-0.1734596043649256,7.13554335630089e-24,3325,0.1734596043649256
future_break_up,C5_low_excursion,0.1392362405604114,7.320739148653601e-16,0.1661566837533332,5.182695259426448e-22,3325,0.1661566837533332
C7_break_high,C5_low_excursion,0.13136865080176788,2.8442539545963117e-14,0.1639880431817552,1.78336617524377e-21,3325,0.1639880431817552
C7_direction,C7_low_excursion,0.1420047670280969,1.9189897500521956e-16,0.16015211488979347,1.522999623861576e-20,3325,0.16015211488979347
H4_1_range,C5_high_excursion,-0.15129895989433872,1.761729778405862e-18,-0.15986302496767454,1.7863916010644405e-20,3325,0.15986302496767454
C6_range,C5_low_excursion,-0.10276860786598319,2.860148220291561e-09,-0.14748567296495327,1.2521276750510925e-17,3325,0.14748567296495327
window_range,C6_high_excursion,-0.12140751627525163,2.155079989508262e-12,-0.14565111454867066,3.1587147555490825e-17,3325,0.14565111454867066
C6_range,C6_high_excursion,0.2374130984294391,7.950734393444448e-44,0.14505803894818536,4.2494222769931234e-17,3325,0.14505803894818536
window_range,C7_high_excursion,-0.10852351085007295,3.5199045015696417e-10,-0.1440612838610333,6.976344496144152e-17,3325,0.1440612838610333
H4_1_range,C6_high_excursion,-0.10795024738036879,4.3584567501434085e-10,-0.13959397284183048,6.166955910093742e-16,3325,0.13959397284183048
H4_1_range,C7_high_excursion,-0.09779710988949618,1.598092717686159e-08,-0.138577780997862,1.002649365927089e-15,3325,0.138577780997862
window_range,C5_low_excursion,0.1503077797510541,2.9475190949695294e-18,0.13505194446218916,5.265638628546258e-15,3325,0.13505194446218916
H4_1_body,C5_high_excursion,-0.1295767017881378,6.353217508607232e-14,-0.13477311755840107,5.992599630438137e-15,3325,0.13477311755840107
C1_range,C5_high_excursion,-0.12467445455229764,5.411631981141044e-13,-0.12979740837410098,5.757912969736654e-14,3325,0.12979740837410098
C4_vs_avg_range,C5_high_excursion,0.046527537352397924,0.00728879907072178,0.12884071764225458,8.809548331198657e-14,3325,0.12884071764225458
C7_range,C7_high_excursion,0.2043744920463569,1.0979551205492515e-32,0.12581479086360897,3.312185913050582e-13,3325,0.12581479086360897
C2_range,C5_high_excursion,-0.12570466321591217,3.473682841453996e-13,-0.11941123519482404,4.9248081083820425e-12,3325,0.11941123519482404
C2_range,C7_high_excursion,-0.08313223791766636,1.5854947901361718e-06,-0.11709088374777388,1.265245875059605e-11,3325,0.11709088374777388
C1_range,C6_high_excursion,-0.0883206040014613,3.3809592394932416e-07,-0.11619942084919918,1.809247460635897e-11,3325,0.11619942084919918
C1_range,C7_high_excursion,-0.07902080531828783,5.067265307374692e-06,-0.11583337439289772,2.093805123289144e-11,3325,0.11583337439289772
C2_range,C6_high_excursion,-0.09107124503529254,1.4375506198761412e-07,-0.11506010847402923,2.8464216186144875e-11,3325,0.11506010847402923
C3_range,C5_high_excursion,-0.11849840263574055,7.154006592809556e-12,-0.1077105068910014,4.764312573768505e-10,3325,0.1077105068910014
C3_range,C7_high_excursion,-0.07565747127251171,1.258250293285991e-05,-0.10605195766478796,8.77416909988643e-10,3325,0.10605195766478796
C4_vs_avg_range,C5_low_excursion,-0.033786791789554335,0.05140717902759208,-0.1029171102787607,2.71341836059551e-09,3325,0.1029171102787607
C4_C3_range_ratio,C5_high_excursion,-0.0004949863788052209,0.9772381837212273,0.10267788554214456,2.953557755651584e-09,3325,0.10267788554214456
C1_body,C5_high_excursion,-0.10458134440532438,1.4962442988373715e-09,-0.0998422472107532,7.953509754671777e-09,3325,0.0998422472107532
C3_body,C5_high_excursion,-0.1079697477571121,4.326969648387835e-10,-0.09932466237768064,9.50223641348552e-09,3325,0.09932466237768064
C2_body,C5_high_excursion,-0.10528781009673549,1.1588940177850846e-09,-0.09860192476880737,1.2163803226443486e-08,3325,0.09860192476880737
H4_1_body,C6_high_excursion,-0.08598779916091642,6.847734733726121e-07,-0.09702260249296589,2.0738917734851776e-08,3325,0.09702260249296589
C7_range,C6_low_excursion,-0.08040017463247462,3.452652255247362e-06,-0.09696847820254774,2.111850751330889e-08,3325,0.09696847820254774
window_range,C6_low_excursion,0.11751848962289733,1.0647689167121794e-11,0.09643576945235269,2.5232868808983578e-08,3325,0.09643576945235269
C3_range,C6_high_excursion,-0.07802200951390753,6.664102154147688e-06,-0.0952492772448521,3.738264860260853e-08,3325,0.0952492772448521
range_trend,C5_high_excursion,0.05692873693919673,0.0010230852602476374,0.0917838683148693,1.1471691346981378e-07,3325,0.0917838683148693
H4_1_range,C5_low_excursion,0.11805265245966134,8.576044136053876e-12,0.09149548424804821,1.257106844565996e-07,3325,0.09149548424804821
H4_2_range,C7_high_excursion,-0.07669703888834145,9.536405892891305e-06,-0.0914891689060389,1.2596248693743184e-07,3325,0.0914891689060389
C3_body,C7_high_excursion,-0.06594734368290081,0.00014156241201885187,-0.09045994750577535,1.742223995881284e-07,3325,0.09045994750577535
H4_1_body,C7_high_excursion,-0.07728262899844385,8.145200410389428e-06,-0.09018787878272051,1.897082143922428e-07,3325,0.09018787878272051
C2_trades,C7_high_excursion,-0.04938656463980548,0.00439347437795826,-0.08878009474850793,2.9359575008577974e-07,3325,0.08878009474850793
C3_body,C6_high_excursion,-0.07204568236128639,3.207667572699549e-05,-0.08828136252671111,3.421844210673262e-07,3325,0.08828136252671111
H4_1_body,C5_low_excursion,0.1064939941466247,7.463044196477954e-10,0.08747313866904693,4.378125834222867e-07,3325,0.08747313866904693
H4_2_range,C6_high_excursion,-0.08456889953657606,1.042736560860476e-06,-0.08557240935615014,7.750137833566985e-07,3325,0.08557240935615014
H4_2_range,C5_high_excursion,-0.10583302281505998,9.504168143070653e-10,-0.08499049177566963,9.20896867670543e-07,3325,0.08499049177566963
C3_trades,C7_high_excursion,-0.043687440457014476,0.011755625412536025,-0.08493175629325424,9.37010165901753e-07,3325,0.08493175629325424
C4_trades,C5_low_excursion,-0.034726224301413935,0.045256482641886905,-0.08454757452508092,1.0492946541927463e-06,3325,0.08454757452508092
C6_range,C5_high_excursion,0.11127858717861934,1.2411291748508197e-10,0.08413435349994068,1.1844893455643453e-06,3325,0.08413435349994068
H4_1_trades,C7_high_excursion,-0.05366046910176776,0.001966270095403428,-0.08359540536758762,1.3861612178276575e-06,3325,0.08359540536758762
C2_body,C6_high_excursion,-0.07272983395408966,2.695325847225394e-05,-0.08296260884099758,1.665170741004958e-06,3325,0.08296260884099758
C4_break_C3_low,C5_high_excursion,0.04221920078192387,0.014906282103682533,0.08183780891726618,2.299442002214397e-06,3325,0.08183780891726618
C7_range,C5_low_excursion,-0.04164625392522993,0.016324480115235313,-0.0803725278946731,3.4795165418465447e-06,3325,0.0803725278946731
H4_2_close_location,C5_high_excursion,-0.008257469768690365,0.6340900408951569,-0.08003362832209462,3.825540447521018e-06,3325,0.08003362832209462
C6_range,C7_low_excursion,-0.0897002404440409,2.2085376949935372e-07,-0.07935710994497411,4.617407606879035e-06,3325,0.07935710994497411
H4_2_body,C6_high_excursion,-0.0723288269764927,2.985314396546134e-05,-0.07880010167043347,5.3849720469514295e-06,3325,0.07880010167043347
