timestamp,C4_close,prior_8h_high,prior_8h_low,prior_8h_range_pips,C5_close,C5_high,C5_low,C5_close_position_pct_8h,C5_high_position_pct_8h,C5_low_position_pct_8h,C5_high_zone_8h,C5_low_zone_8h,C5_breaks_prior_8h_high,C5_breaks_prior_8h_low,C5_high_break_only,C5_low_break_only,C5_break_side,C5_high_sweep_reject_prior_8h,C5_low_sweep_reject_prior_8h,C5_high_distance_from_prior_8h_high_pips,C5_low_distance_from_prior_8h_low_pips,C5_range_pips,C6_range_pips,C4_to_C5_high_pips,C4_to_C5_low_pips,MFE_long_C4_close_C5C6_pips,MAE_long_C4_close_C5C6_pips,MFE_short_C4_close_C5C6_pips,MAE_short_C4_close_C5C6_pips,C6_extend_above_C5_high_pips,C6_extend_below_C5_low_pips,C6_close_from_C5_high_pips,C6_close_from_C5_low_pips,MFE_long_C5_high_pips,MAE_long_C5_high_pips,MFE_short_C5_low_pips,MAE_short_C5_low_pips,max_projection_up_C5C6_from_C5_high_pips,max_projection_down_C5C6_from_C5_low_pips,C6_breaks_C5_high,C6_breaks_C5_low,C6_close_above_C5_high,C6_close_below_C5_low,C6_inside_C5_range,C6_high_sweep_C5_high_reject,C6_low_sweep_C5_low_reject,up_from_C5_high_touch_50_pips_bar,down_from_C5_low_touch_50_pips_bar,up_from_C5_high_touch_100_pips_bar,down_from_C5_low_touch_100_pips_bar,up_from_C5_high_touch_250_pips_bar,down_from_C5_low_touch_250_pips_bar,up_from_C5_high_touch_500_pips_bar,down_from_C5_low_touch_500_pips_bar,up_from_C5_high_touch_750_pips_bar,down_from_C5_low_touch_750_pips_bar,up_from_C5_high_touch_800_pips_bar,down_from_C5_low_touch_800_pips_bar,up_from_C5_high_touch_1000_pips_bar,down_from_C5_low_touch_1000_pips_bar,up_from_C5_high_touch_1500_pips_bar,down_from_C5_low_touch_1500_pips_bar,up_from_C5_high_touch_2000_pips_bar,down_from_C5_low_touch_2000_pips_bar
1765555200000000,90063.66,92668.26,89640.99,302726.99999999895,90322.29,90585.66,90160.27,22.50542568056337,31.205343428237377,17.153408846914896,25-40%,10-25%,0,0,0,0,0,0,0,0.0,0.0,42538.99999999994,25862.99999999901,52200.0,-9661.000000000058,52200.0,0.0,0.0,52200.0,0.0,9661.000000000058,-29161.00000000006,13377.999999999884,0.0,52200.0,9661.000000000058,16201.999999998952,0.0,9661.000000000058,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765562400000000,90322.29,92668.26,89640.99,302726.99999999895,90294.05,90322.29,90063.66,21.572571987302087,22.50542568056337,13.962084650526702,10-25%,10-25%,0,0,0,0,0,0,0,0.0,0.0,25862.99999999901,11137.99999999901,0.0,25862.99999999901,9236.000000000058,25862.99999999901,25862.99999999901,9236.000000000058,9236.000000000058,0.0,1355.000000000291,27217.9999999993,9236.000000000058,1901.9999999989523,0.0,35098.99999999907,9236.000000000058,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765569600000000,90294.05,92668.26,89640.99,302726.99999999895,90335.84,90414.65,90303.27,22.953023681402506,25.55635936008323,21.87713682624943,25-40%,10-25%,0,0,0,0,0,0,0,0.0,0.0,11137.99999999901,15965.999999998894,12059.999999999127,-922.0000000001164,15617.999999999302,347.99999999959255,347.99999999959255,15617.999999999302,3558.0000000001746,1269.999999999709,-12407.99999999872,-1269.999999999709,3558.0000000001746,12407.99999999872,1269.999999999709,14695.999999999185,3558.0000000001746,1269.999999999709,1,1,0,1,0,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,
1765576800000000,90335.84,90585.66,89640.99,94466.99999999983,90290.57,90450.23,90290.57,68.76263668794425,85.6637767686062,68.76263668794425,75-90%,60-75%,0,0,0,0,0,0,0,0.0,0.0,15965.999999998894,0.0,11438.999999999942,4526.999999998952,11438.999999999942,4526.999999998952,4526.999999998952,11438.999999999942,0.0,0.0,-2919.000000000233,13046.999999998661,0.0,2919.000000000233,0.0,13046.999999998661,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765584000000000,90290.57,90585.66,90063.66,52200.0,90421.04,90421.04,90421.04,68.46360153256515,68.46360153256515,68.46360153256515,60-75%,60-75%,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13046.999999998661,-13046.999999998661,15300.0,0.0,0.0,15300.0,2253.000000001339,0.0,2253.000000001339,2253.000000001339,2253.000000001339,0.0,0.0,2253.000000001339,2253.000000001339,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765591200000000,90421.04,90450.23,90063.66,38656.99999999924,90443.57,90443.57,90443.57,98.27715549577331,98.27715549577331,98.27715549577331,90-100%,90-100%,0,0,0,0,0,0,0,0.0,0.0,0.0,2341.0000000003492,2253.000000001339,-2253.000000001339,2253.000000001339,8725.0,8725.0,2253.000000001339,0.0,10978.000000001339,-10978.000000001339,-10978.000000001339,0.0,10978.000000001339,10978.000000001339,0.0,0.0,10978.000000001339,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765598400000000,90443.57,90450.23,90290.57,15965.999999998894,90333.79,90357.2,90333.79,27.070023800569714,41.73243141675731,27.070023800569714,40-50%,25-40%,0,0,0,0,0,0,0,0.0,0.0,2341.0000000003492,18866.00000000035,-8637.00000000099,10978.000000001339,14000.0,10978.000000001339,10978.000000001339,14000.0,22637.00000000099,0.0,22637.00000000099,24978.00000000134,22637.00000000099,0.0,0.0,24978.00000000134,22637.00000000099,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765605600000000,90333.79,90450.23,90290.57,15965.999999998894,90583.57,90583.57,90394.91,100.0,100.0,65.35137166479001,90-100%,60-75%,1,0,1,0,1,0,0,13334.000000001106,0.0,18866.00000000035,14898.999999999069,24978.00000000134,-6112.0000000009895,25330.00000000029,0.0,0.0,25330.00000000029,351.99999999895226,0.0,-14547.000000000116,4319.000000000233,351.99999999895226,14547.000000000116,0.0,19217.9999999993,351.99999999895226,0.0,1,0,0,0,1,1,0,2.0,,2.0,,2.0,,,,,,,,,,,,,
1765612800000000,90583.57,90583.57,90333.79,24978.00000000134,90438.1,90587.09,90438.1,41.760749459527034,100.0,41.760749459527034,90-100%,40-50%,1,0,1,0,1,1,0,351.99999999895226,0.0,14898.999999999069,13416.999999999825,351.99999999895226,14547.000000000116,351.99999999895226,29300.0,29300.0,351.99999999895226,0.0,14752.999999999884,-27956.999999999243,-13058.000000000175,0.0,29651.999999998952,14752.999999999884,0.0,0.0,14752.999999999884,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765620000000000,90438.1,90587.09,90333.79,25330.00000000029,90307.52,90424.74,90290.57,0.0,35.90604026846056,0.0,25-40%,0-10%,0,1,0,1,-1,0,0,0.0,4321.999999998661,13416.999999999825,17336.00000000006,-1336.0000000000582,14752.999999999884,0.0,36770.000000001164,36770.000000001164,0.0,0.0,22017.00000000128,-32721.00000000064,-19304.000000000815,0.0,35434.000000001106,22017.00000000128,0.0,0.0,22017.00000000128,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765627200000000,90307.52,90587.09,90290.57,29651.999999998952,90097.53,90243.76,90070.4,0.0,0.0,0.0,0-10%,0-10%,0,1,0,1,-1,0,0,0.0,22017.00000000128,17336.00000000006,19846.00000000064,-6376.000000000931,23712.00000000099,0.0,25752.000000000407,25752.000000000407,0.0,470.00000000116415,2039.999999999418,-12808.99999999965,4527.000000000407,470.00000000116415,19375.999999999476,2039.999999999418,17806.000000001222,470.00000000116415,2039.999999999418,1,1,0,0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765634400000000,90097.53,90587.09,90070.4,51669.00000000023,90115.67,90248.46,90050.0,8.761539801429072,34.46166947299375,0.0,25-40%,0-10%,0,1,0,1,-1,0,1,0.0,2039.999999999418,19846.00000000064,41622.99999999959,15093.000000000757,4752.999999999884,43722.00000000012,4752.999999999884,4752.999999999884,43722.00000000012,28628.99999999936,0.0,-532.0000000006985,19313.99999999994,28628.99999999936,12994.000000000233,0.0,48475.0,28628.99999999936,0.0,1,0,0,0,1,1,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765641600000000,90115.67,90587.09,90050.0,53708.99999999965,90243.14,90534.75,90118.52,35.96045355527019,90.25489210374485,12.757638384629116,90-100%,10-25%,0,0,0,0,0,0,0,0.0,0.0,41622.99999999959,29097.999999999593,41908.000000000175,-285.0000000005821,41908.000000000175,18358.99999999965,18358.99999999965,41908.000000000175,0.0,18644.000000000233,-45113.99999999994,-3491.0000000003492,0.0,60266.999999999825,18644.000000000233,10453.99999999936,0.0,18644.000000000233,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765648800000000,90243.14,90534.75,90050.0,48475.0,90083.61,90223.06,89932.08,6.933470861268816,35.700876740587454,0.0,25-40%,0-10%,0,1,0,1,-1,0,1,0.0,11791.999999999825,29097.999999999593,8987.99999999901,-2008.0000000001746,31105.999999999767,700.9999999994761,31105.999999999767,31105.999999999767,700.9999999994761,2708.9999999996508,0.0,2708.9999999996508,31806.999999999243,2708.9999999996508,6278.99999999936,0.0,31806.999999999243,2708.9999999996508,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765656000000000,90083.61,90534.75,89932.08,60266.999999999825,90250.15,90250.15,90160.27,52.77680986277621,52.77680986277621,37.86317553553404,50-60%,25-40%,0,0,0,0,0,0,0,0.0,0.0,8987.99999999901,15178.000000001339,16653.99999999936,-7666.000000000349,34410.00000000058,0.0,0.0,34410.00000000058,17756.000000001222,0.0,4042.0000000012806,13030.000000000291,17756.000000001222,0.0,0.0,26744.000000000233,17756.000000001222,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765663200000000,90250.15,90534.75,89932.08,60266.999999999825,90290.57,90427.71,90275.93,59.483631174607375,82.23903628851711,57.05444107056802,75-90%,50-60%,0,0,0,0,0,0,0,0.0,0.0,15178.000000001339,0.0,17756.000000001222,-2577.9999999998836,17756.000000001222,0.0,0.0,17756.000000001222,0.0,0.0,-13713.999999999942,1464.000000001397,0.0,13713.999999999942,0.0,1464.000000001397,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765670400000000,90290.57,90534.75,89932.08,60266.999999999825,90290.57,90290.57,90290.57,59.483631174607375,59.483631174607375,59.483631174607375,50-60%,50-60%,0,0,0,0,0,0,0,0.0,0.0,0.0,15926.000000000931,0.0,0.0,0.0,15926.000000000931,15926.000000000931,0.0,0.0,15926.000000000931,-15110.000000000582,-15110.000000000582,0.0,15926.000000000931,15926.000000000931,0.0,0.0,15926.000000000931,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765677600000000,90290.57,90427.71,89932.08,49563.000000000466,90139.47,90290.57,90131.31,41.843714060891685,72.33016564776182,40.197324617152724,60-75%,40-50%,0,0,0,0,0,0,0,0.0,0.0,15926.000000000931,0.0,0.0,15926.000000000931,0.0,15926.000000000931,15926.000000000931,0.0,0.0,0.0,-9520.000000001164,6405.999999999767,0.0,9520.000000001164,0.0,6405.999999999767,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765684800000000,90139.47,90427.71,90131.31,29640.000000000873,90195.37,90195.37,90195.37,21.612685560052558,21.612685560052558,21.612685560052558,10-25%,10-25%,0,0,0,0,0,0,0,0.0,0.0,0.0,11708.99999999965,5589.999999999418,-5589.999999999418,18836.00000000006,0.0,0.0,18836.00000000006,13246.00000000064,0.0,1537.0000000009895,1537.0000000009895,13246.00000000064,0.0,0.0,13246.00000000064,13246.00000000064,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765692000000000,90195.37,90427.71,90131.31,29640.000000000873,90210.74,90327.83,90210.74,26.79824561403685,66.30229419703046,26.79824561403685,60-75%,25-40%,0,0,0,0,0,0,0,0.0,0.0,11708.99999999965,116350.99999999948,13246.00000000064,-1537.0000000009895,13246.00000000064,132870.99999999919,132870.99999999919,13246.00000000064,0.0,134408.00000000017,-99991.00000000035,-88282.0000000007,0.0,146116.99999999983,134408.00000000017,0.0,0.0,134408.00000000017,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765699200000000,90210.74,90327.83,90131.31,19652.000000000407,89327.92,90030.17,88866.66,0.0,0.0,0.0,0-10%,0-10%,0,1,0,1,-1,0,0,0.0,126464.99999999942,116350.99999999948,26271.00000000064,-18057.0000000007,134408.00000000017,0.0,134408.00000000017,134408.00000000017,0.0,0.0,0.0,-78124.00000000052,38226.99999999895,0.0,78124.00000000052,0.0,64497.99999999959,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765706400000000,89327.92,90327.83,88866.66,146116.99999999983,89248.93,89511.64,89248.93,26.161911345017348,44.141338790147394,26.161911345017348,40-50%,25-40%,0,0,0,0,0,0,0,0.0,0.0,26271.00000000064,67213.99999999994,18372.000000000116,7899.000000000524,21188.000000000466,46025.999999999476,46025.999999999476,21188.000000000466,2816.0000000003492,38126.99999999895,-43739.99999999942,-17468.999999998778,2816.0000000003492,64397.99999999959,38126.99999999895,29087.00000000099,2816.0000000003492,38126.99999999895,1,1,0,1,0,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1765713600000000,89248.93,90327.83,88866.66,146116.99999999983,89074.24,89539.8,88867.66,14.206423619428401,46.06856149524013,0.06843830628879605,40-50%,0-10%,0,0,0,0,0,0,0,0.0,0.0,67213.99999999994,52631.99999999924,29087.00000000099,38126.99999999895,29087.00000000099,65054.999999998836,65054.999999998836,29087.00000000099,0.0,26927.999999999884,-73885.00000000058,-6671.00000000064,0.0,94141.99999999983,26927.999999999884,25703.99999999936,0.0,26927.999999999884,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765720800000000,89074.24,90327.83,88866.66,146116.99999999983,88800.95,89124.7,88598.38,0.0,17.659820554760493,0.0,10-25%,0-10%,0,1,0,1,-1,0,0,0.0,26827.999999999884,52631.99999999924,27557.0000000007,5045.999999999185,47586.00000000006,5045.999999999185,47586.00000000006,47586.00000000006,5045.999999999185,0.0,0.0,-38527.00000000041,14104.999999998836,0.0,38527.00000000041,0.0,41661.999999999534,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765728000000000,88800.95,90030.17,88598.38,143178.99999999936,88739.43,89015.0,88739.43,9.851305009812123,29.097842560710525,9.851305009812123,25-40%,0-10%,0,0,0,0,0,0,0,0.0,0.0,27557.0000000007,40655.99999999977,21405.00000000029,6152.000000000407,21405.00000000029,36319.99999999971,36319.99999999971,21405.00000000029,0.0,30167.9999999993,-41500.0,-13942.999999999302,0.0,57725.0,30167.9999999993,10488.000000000466,0.0,30167.9999999993,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765735200000000,88739.43,89539.8,88598.38,94141.99999999983,88600.0,88844.31,88437.75,0.1720804741768123,26.12330309532339,0.0,25-40%,0-10%,0,1,0,1,-1,0,1,0.0,16063.000000000466,40655.99999999977,84408.99999999965,10488.000000000466,30167.9999999993,10488.000000000466,97214.99999999942,97214.99999999942,10488.000000000466,0.0,67047.00000000012,-64355.00000000029,-23699.000000000524,0.0,107702.99999999988,67047.00000000012,17361.999999999534,0.0,67047.00000000012,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765742400000000,88600.0,89539.8,88437.75,110205.00000000029,88200.76,88611.37,87767.28,0.0,15.754276121772595,0.0,10-25%,0-10%,0,1,0,1,-1,0,0,0.0,67047.00000000012,84408.99999999965,110770.99999999919,1136.9999999995343,83272.00000000012,67653.99999999936,83272.00000000012,83272.00000000012,67653.99999999936,66516.99999999983,0.0,64212.00000000099,148621.00000000064,66516.99999999983,44253.99999999936,0.0,150925.99999999948,66516.99999999983,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765749600000000,88200.76,89124.7,87767.28,135741.99999999983,89253.49,89276.54,88168.83,100.0,100.0,29.58185381090623,90-100%,25-40%,1,0,1,0,1,0,0,15183.99999999965,0.0,110770.99999999919,70680.00000000029,107577.99999999988,3192.9999999993015,182941.00000000035,3192.9999999993015,3192.9999999993015,182941.00000000035,75363.00000000047,0.0,4683.000000000175,115453.99999999936,75363.00000000047,0.0,0.0,186133.99999999965,75363.00000000047,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765756800000000,89253.49,89276.54,87767.28,150925.99999999948,89323.37,90030.17,89323.37,100.0,100.0,100.0,90-100%,90-100%,1,0,1,0,1,0,0,75363.00000000047,0.0,70680.00000000029,43438.99999999994,77667.9999999993,-6987.9999999990105,77667.9999999993,0.0,0.0,77667.9999999993,0.0,0.0,-35747.99999999959,34932.0000000007,0.0,69402.99999999988,0.0,44716.00000000035,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765764000000000,89323.37,90030.17,87767.28,226288.99999999994,89672.69,89770.53,89336.14,84.20250211013368,88.52617670324233,69.32992765887873,75-90%,60-75%,0,0,0,0,0,0,0,0.0,0.0,43438.99999999994,32159.999999999127,44716.00000000035,-1277.0000000004075,57688.99999999994,0.0,0.0,57688.99999999994,12972.999999999593,0.0,0.0,43438.99999999994,12972.999999999593,19186.999999999534,0.0,56411.999999999534,12972.999999999593,0.0,1,0,0,0,1,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765771200000000,89672.69,90030.17,87767.28,226288.99999999994,89770.53,89900.26,89578.66,88.52617670324233,94.2591111366437,80.04719628439761,90-100%,75-90%,0,0,0,0,0,0,0,0.0,0.0,32159.999999999127,16847.000000000116,22756.999999999243,9402.999999999884,25745.999999999185,9402.999999999884,9402.999999999884,25745.999999999185,2988.999999999942,0.0,574.0000000005239,32733.99999999965,2988.999999999942,13858.000000000175,0.0,35148.99999999907,2988.999999999942,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765778400000000,89770.53,90030.17,88168.83,186133.99999999965,89906.0,89930.15,89761.68,93.32899953796735,94.62645191098864,85.57544564668433,90-100%,75-90%,0,0,0,0,0,0,0,0.0,0.0,16847.000000000116,25926.999999998952,15961.999999999534,885.0000000005821,15961.999999999534,12953.99999999936,12953.99999999936,15961.999999999534,0.0,12068.999999998778,-28915.999999998894,-12068.999999998778,0.0,28915.999999998894,12068.999999998778,13858.000000000175,0.0,12068.999999998778,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765785600000000,89906.0,90030.17,89323.37,70680.00000000029,89640.99,89900.26,89640.99,44.93774759479465,81.61997736276132,44.93774759479465,75-90%,40-50%,0,0,0,0,0,0,0,0.0,0.0,25926.999999998952,42397.99999999959,-574.0000000005239,26500.999999999476,0.0,52352.99999999988,52352.99999999988,0.0,0.0,25852.000000000407,-38150.999999999476,-12224.000000000524,0.0,51778.99999999936,25852.000000000407,16545.999999999185,0.0,25852.000000000407,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765792800000000,89640.99,89930.15,89336.14,59400.999999999476,89518.75,89806.45,89382.47,30.741906701907745,79.17543475699092,7.799531994411231,75-90%,0-10%,0,0,0,0,0,0,0,0.0,0.0,42397.99999999959,307245.9999999992,16545.999999999185,25852.000000000407,16545.999999999185,294291.9999999998,294291.9999999998,16545.999999999185,0.0,268439.9999999994,-247328.99999999936,-204930.99999999977,0.0,310837.999999999,268439.9999999994,38805.99999999977,0.0,268439.9999999994,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765800000000000,89518.75,89930.15,89382.47,54767.9999999993,87333.16,89770.53,86698.07,0.0,70.85524393806651,0.0,60-75%,0-10%,0,1,0,1,-1,0,0,0.0,268439.9999999994,307245.9999999992,145386.99999999953,25177.999999999884,282067.9999999993,25177.999999999884,380211.00000000006,380211.00000000006,25177.999999999884,0.0,98143.00000000076,-402325.0,-95079.00000000081,0.0,405388.99999999994,98143.00000000076,47243.99999999878,0.0,98143.00000000076,0,1,0,1,0,0,0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765807200000000,87333.16,89930.15,86698.07,323207.9999999987,85747.28,87170.51,85716.64,0.0,14.617212445236182,0.0,10-25%,0-10%,0,1,0,1,-1,0,0,0.0,98143.00000000076,145386.99999999953,120205.99999999977,-16265.000000000873,161652.0000000004,0.0,198705.99999999977,198705.99999999977,0.0,0.0,37053.99999999936,-88475.0,56911.999999999534,0.0,182440.9999999989,37053.99999999936,83152.00000000041,0.0,37053.99999999936,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765814400000000,85747.28,89900.26,85716.64,418361.99999999953,86285.76,86548.16,85346.1,13.6035299573096,19.875610117553816,0.0,10-25%,0-10%,0,1,0,1,-1,0,1,0.0,37053.99999999936,120205.99999999977,62119.99999999971,80088.00000000047,40117.9999999993,80088.00000000047,40117.9999999993,40117.9999999993,80088.00000000047,0.0,0.0,-32369.99999999971,87836.00000000006,0.0,89061.00000000006,0.0,93264.99999999942,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765821600000000,86285.76,89806.45,85346.1,446034.9999999991,86224.46,86278.75,85657.55,19.692625018216113,20.909794074455952,6.982635891802161,10-25%,0-10%,0,0,0,0,0,0,0,0.0,0.0,62119.99999999971,52566.999999999825,-700.9999999994761,62820.999999999185,20446.00000000064,62820.999999999185,62820.999999999185,20446.00000000064,21147.000000000116,0.0,20200.0,82319.99999999971,21147.000000000116,31419.99999999971,0.0,83266.99999999983,21147.000000000116,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765828800000000,86224.46,89770.53,85346.1,442442.9999999993,86480.75,86490.22,85964.55,25.64511134767633,25.859150218220133,13.978071751615417,25-40%,10-25%,0,0,0,0,0,0,0,0.0,0.0,52566.999999999825,89225.99999999948,26575.999999999476,25991.00000000035,36553.99999999936,52672.00000000012,52672.00000000012,36553.99999999936,9977.999999999884,26680.999999999767,-68166.00000000035,-15599.000000000524,9977.999999999884,79247.99999999959,26680.999999999767,62544.99999999971,9977.999999999884,26680.999999999767,1,1,0,1,0,1,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1765836000000000,86480.75,87170.51,85346.1,182440.9999999989,85808.56,86590.0,85697.74,25.348468820056603,68.18094616889854,19.274176309053423,60-75%,10-25%,0,0,0,0,0,0,0,0.0,0.0,89225.99999999948,63291.00000000035,10925.0,78300.99999999948,10925.0,88780.00000000029,88780.00000000029,10925.0,0.0,10479.000000000815,-71402.99999999988,17822.999999999593,0.0,99705.00000000029,10479.000000000815,52811.999999999534,0.0,10479.000000000815,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765843200000000,85808.56,86590.0,85346.1,124389.99999999942,85875.97,86225.86,85592.95,42.597475681324696,70.72594259988736,19.844842833024554,60-75%,10-25%,0,0,0,0,0,0,0,0.0,0.0,63291.00000000035,85569.99999999971,41730.00000000029,21561.00000000006,41730.00000000029,48584.99999999913,48584.99999999913,41730.00000000029,0.0,27023.99999999907,-20869.99999999971,42421.00000000064,0.0,90314.99999999942,27023.99999999907,58546.00000000064,0.0,27023.99999999907,0,1,0,0,1,0,1,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0
1765850400000000,85875.97,86590.0,85592.95,99705.00000000029,86017.16,86178.41,85322.71,42.546512211023035,58.71922170402735,0.0,50-60%,0-10%,0,1,0,1,-1,0,1,0.0,27023.99999999907,85569.99999999971,59513.000000000466,30244.000000000233,55325.999999999476,65008.99999999965,55325.999999999476,55325.999999999476,65008.99999999965,34764.99999999942,0.0,-10727.000000000407,74842.9999999993,34764.99999999942,24748.000000001048,0.0,120334.99999999913,34764.99999999942,0.0,1,0,0,0,1,1,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765857600000000,86017.16,86590.0,85322.71,126728.99999999936,86071.14,86526.06,85930.93,59.057516432702606,94.95458813689032,47.9937504438597,90-100%,40-50%,0,0,0,0,0,0,0,0.0,0.0,59513.000000000466,32829.999999998836,50889.99999999942,8623.000000001048,50889.99999999942,8623.000000001048,8623.000000001048,50889.99999999942,0.0,0.0,-22988.000000000466,36525.0,0.0,55817.9999999993,0.0,36525.0,0.0,0.0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,
1765864800000000,86071.14,86590.0,85322.71,126728.99999999936,86296.18,86296.18,85967.88,76.81509362497862,76.81509362497862,50.90942089024624,75-90%,50-60%,0,0,0,0,0,0,0,0.0,0.0,32829.999999998836,70087.99999999901,22503.99999999936,10325.999999999476,105600.99999999948,10325.999999999476,10325.999999999476,105600.99999999948,83097.00000000012,0.0,83097.00000000012,115926.99999999895,83097.00000000012,0.0,0.0,115926.99999999895,83097.00000000012,0.0,1,0,1,0,0,0,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
1765872000000000,86296.18,86526.06,85322.71,120334.99999999913,87127.15,87127.15,86426.27,100.0,100.0,91.7073170731712,90-100%,90-100%,1,0,1,0,1,0,0,60108.99999999965,0.0,70087.99999999901,125763.00000000047,83097.00000000012,-13009.000000001106,142399.00000000052,0.0,0.0,142399.00000000052,59302.00000000041,0.0,-66461.00000000006,3626.9999999989523,59302.00000000041,66461.00000000006,0.0,129389.99999999942,59302.00000000041,0.0,1,0,0,0,1,1,0,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,,2.0,
