C1_open,C1_high,C1_low,C1_close,C1_range,C1_body,C1_body_ratio,C1_upper_wick,C1_lower_wick,C1_upper_wick_ratio,C1_lower_wick_ratio,C1_close_location,C1_open_location,C1_return,C1_volume,C1_trades,C2_open,C2_high,C2_low,C2_close,C2_range,C2_body,C2_body_ratio,C2_upper_wick,C2_lower_wick,C2_upper_wick_ratio,C2_lower_wick_ratio,C2_close_location,C2_open_location,C2_return,C2_volume,C2_trades,C3_open,C3_high,C3_low,C3_close,C3_range,C3_body,C3_body_ratio,C3_upper_wick,C3_lower_wick,C3_upper_wick_ratio,C3_lower_wick_ratio,C3_close_location,C3_open_location,C3_return,C3_volume,C3_trades,C4_open,C4_high,C4_low,C4_close,C4_range,C4_body,C4_body_ratio,C4_upper_wick,C4_lower_wick,C4_upper_wick_ratio,C4_lower_wick_ratio,C4_close_location,C4_open_location,C4_return,C4_volume,C4_trades,H4_1_open,H4_1_high,H4_1_low,H4_1_close,H4_1_range,H4_1_body,H4_1_body_ratio,H4_1_upper_wick,H4_1_lower_wick,H4_1_upper_wick_ratio,H4_1_lower_wick_ratio,H4_1_close_location,H4_1_open_location,H4_1_return,H4_1_volume,H4_1_trades,H4_2_open,H4_2_high,H4_2_low,H4_2_close,H4_2_range,H4_2_body,H4_2_body_ratio,H4_2_upper_wick,H4_2_lower_wick,H4_2_upper_wick_ratio,H4_2_lower_wick_ratio,H4_2_close_location,H4_2_open_location,H4_2_return,H4_2_volume,H4_2_trades,H4_range_ratio,H4_return_change,H4_same_direction,H4_opposite_direction,H4_bullish_engulf,H4_bearish_engulf,H4_inside,window_high,window_low,window_range,C4_close_position,C2_C1_range_ratio,C3_C2_range_ratio,C4_C3_range_ratio,C4_vs_avg_range,range_trend,C4_break_C3_high,C4_break_C3_low,C4_close_above_C3_high,C4_close_below_C3_low,C4_inside_C3,C3_C4_return,C4_body_vs_C3_body,C4_volume_ratio,C4_trades_ratio,all_bullish,all_bearish,last2_bullish,last2_bearish,direction_sum,C5_direction,C5_return,C5_high_excursion,C5_low_excursion,C5_range,C5_break_high,C5_break_low,C6_direction,C6_return,C6_high_excursion,C6_low_excursion,C6_range,C6_break_high,C6_break_low,C7_direction,C7_return,C7_high_excursion,C7_low_excursion,C7_range,C7_break_high,C7_break_low,future_break_up,future_break_down,first_touch,timestamp
90990.23,99000.0,90990.23,93512.7,8009.770000000004,2522.470000000001,0.3149241488831764,5487.300000000003,0.0,0.6850758511168236,0.0,0.3149241488831764,0.0,0.027722426902316855,0.08652,83,93574.12,93574.12,92134.53,92970.97,1439.5899999999965,603.1499999999942,0.41897345772059796,0.0,836.4400000000023,0.0,0.581026542279402,0.581026542279402,1.0,-0.0064456924628304435,0.09012,41,92954.53,93120.07,91833.91,92534.54,1286.1600000000035,419.99000000000524,0.32654568638427883,165.54000000000815,700.6299999999901,0.1287087143123777,0.5447455993033434,0.5447455993033434,0.8712912856876223,-0.004518230580048188,0.20873,51,92668.26,93138.62,92001.58,92936.28,1137.0399999999936,268.0200000000041,0.23571730106241257,202.3399999999965,666.679999999993,0.17795328220642867,0.5863294167311588,0.8220467177935713,0.5863294167311588,0.0028922524281778106,0.00903,23,90990.23,99000.0,90990.23,92970.97,8009.770000000004,1980.7400000000052,0.2472904964811729,6029.029999999999,0.0,0.7527095035188271,0.0,0.2472904964811729,0.0,0.02176871077257414,0.17664000000000002,124,92954.53,93138.62,91833.91,92936.28,1304.7099999999919,18.25,0.013987782725663261,184.0899999999965,1102.3699999999953,0.1410964888749206,0.8449157283994161,0.8449157283994161,0.8589035111250793,-0.00019633255097950553,0.21776,74,0.16288982080633915,-0.00037312722455196123,0,1,0,0,1,99000.0,90990.23,8009.770000000004,0.24295953566706682,0.17972925564654113,0.8934210434915543,0.8840579710144854,0.3177414787546369,-2077.162000000004,1,0,0,0,0,0.0043415139903435485,0.6381580513821775,0.04326162985675274,0.45098039215686275,0,0,0,0,0.0,0,-0.007194284083675395,0.011816818710149496,-0.11669498624804416,1029.3499999999913,0,0,0,-0.009827055698807707,-0.05015125278253894,-0.2322176541898199,1458.3099999999977,0,0,0,-0.008626878545170968,-0.050156246683738116,-0.1332697443247423,665.7199999999866,0,0,0,0,0,1764856800000000
93574.12,93574.12,92134.53,92970.97,1439.5899999999965,603.1499999999942,0.41897345772059796,0.0,836.4400000000023,0.0,0.581026542279402,0.581026542279402,1.0,-0.0064456924628304435,0.09012,41,92954.53,93120.07,91833.91,92534.54,1286.1600000000035,419.99000000000524,0.32654568638427883,165.54000000000815,700.6299999999901,0.1287087143123777,0.5447455993033434,0.5447455993033434,0.8712912856876223,-0.004518230580048188,0.20873,51,92668.26,93138.62,92001.58,92936.28,1137.0399999999936,268.0200000000041,0.23571730106241257,202.3399999999965,666.679999999993,0.17795328220642867,0.5863294167311588,0.8220467177935713,0.5863294167311588,0.0028922524281778106,0.00903,23,92802.17,93030.93,92001.58,92267.67,1029.3499999999913,534.5,0.5192597270121966,228.75999999999476,266.0899999999965,0.2222373342400512,0.2585029387477522,0.2585029387477522,0.7777626657599488,-0.00575956359641161,0.44388,29,93574.12,93574.12,91833.91,92534.54,1740.2099999999919,1039.5800000000017,0.5973876716028563,0.0,700.6299999999901,0.0,0.40261232839714367,0.40261232839714367,1.0,-0.011109695715011858,0.29885,92,92668.26,93138.62,92001.58,92267.67,1137.0399999999936,400.5899999999965,0.3523095053823953,470.3600000000006,266.0899999999965,0.4136705832688412,0.23401991134876346,0.23401991134876346,0.5863294167311588,-0.004322839341107665,0.45291,52,0.653392406663563,-0.0028840041783316783,1,0,0,0,1,93574.12,91833.91,1740.2099999999919,0.2492572735474436,0.8934210434915543,0.8840579710144854,0.9052891718848916,0.7994351233175966,-137.98400000000277,0,0,0,0,1,-0.007194284083675395,1.994254160137273,49.15614617940199,1.2608695652173914,0,0,0,0,-2.0,0,-0.0026518497757664905,0.15337804058131188,-0.684630015917619,1458.3099999999977,0,1,0,-0.0014429756381623138,0.15335505484970008,-0.2291964762873407,665.7199999999866,0,0,1,0.0015420352546020588,0.15334930841680133,-0.05486119491325852,362.33000000000175,0,0,0,1,-1,1764864000000000
92954.53,93120.07,91833.91,92534.54,1286.1600000000035,419.99000000000524,0.32654568638427883,165.54000000000815,700.6299999999901,0.1287087143123777,0.5447455993033434,0.5447455993033434,0.8712912856876223,-0.004518230580048188,0.20873,51,92668.26,93138.62,92001.58,92936.28,1137.0399999999936,268.0200000000041,0.23571730106241257,202.3399999999965,666.679999999993,0.17795328220642867,0.5863294167311588,0.8220467177935713,0.5863294167311588,0.0028922524281778106,0.00903,23,92802.17,93030.93,92001.58,92267.67,1029.3499999999913,534.5,0.5192597270121966,228.75999999999476,266.0899999999965,0.2222373342400512,0.2585029387477522,0.2585029387477522,0.7777626657599488,-0.00575956359641161,0.44388,29,92310.68,92534.58,91076.27,92022.99,1458.3099999999977,287.6899999999878,0.19727629927792323,223.90000000000873,946.7200000000012,0.1535338851135966,0.6491898156084801,0.6491898156084801,0.8464661148864033,-0.00311654079462953,0.01464,37,92954.53,93138.62,91833.91,92936.28,1304.7099999999919,18.25,0.013987782725663261,184.0899999999965,1102.3699999999953,0.1410964888749206,0.8449157283994161,0.8449157283994161,0.8589035111250793,-0.00019633255097950553,0.21776,74,92802.17,93030.93,91076.27,92022.99,1954.659999999989,779.179999999993,0.3986268711694092,228.75999999999476,946.7200000000012,0.11703314131357681,0.48433998751701396,0.48433998751701396,0.8829668586864232,-0.008396139874746411,0.45852,66,1.4981566784956053,-0.009827055698807707,1,0,0,0,0,93138.62,91076.27,2062.3499999999913,0.45904914296797594,0.8840579710144854,0.9052891718848916,1.4167290037402342,1.2671590563496569,40.875999999997994,0,1,0,0,0,-0.0026518497757664905,0.538241347053298,0.032981886996485535,1.2758620689655173,0,0,0,1,-2.0,0,0.0012120884139930066,0.24804228186291877,-0.07475452760200689,665.7199999999866,0,0,1,0.004205036154552255,0.2480374330254301,0.07234950420636288,362.33000000000175,0,0,1,0.004619280464588371,0.24804228186291877,0.11864135573495965,266.86999999999534,0,0,0,0,0,1764871200000000
92668.26,93138.62,92001.58,92936.28,1137.0399999999936,268.0200000000041,0.23571730106241257,202.3399999999965,666.679999999993,0.17795328220642867,0.5863294167311588,0.8220467177935713,0.5863294167311588,0.0028922524281778106,0.00903,23,92802.17,93030.93,92001.58,92267.67,1029.3499999999913,534.5,0.5192597270121966,228.75999999999476,266.0899999999965,0.2222373342400512,0.2585029387477522,0.2585029387477522,0.7777626657599488,-0.00575956359641161,0.44388,29,92310.68,92534.58,91076.27,92022.99,1458.3099999999977,287.6899999999878,0.19727629927792323,223.90000000000873,946.7200000000012,0.1535338851135966,0.6491898156084801,0.6491898156084801,0.8464661148864033,-0.00311654079462953,0.01464,37,92134.53,92534.54,91868.82,92134.53,665.7199999999866,0.0,0.0,400.00999999999476,265.70999999999185,0.600868232890709,0.399131767109291,0.399131767109291,0.399131767109291,0.0,0.0017,13,92668.26,93138.62,92001.58,92267.67,1137.0399999999936,400.5899999999965,0.3523095053823953,470.3600000000006,266.0899999999965,0.4136705832688412,0.23401991134876346,0.23401991134876346,0.5863294167311588,-0.004322839341107665,0.45291,52,92310.68,92534.58,91076.27,92134.53,1458.3099999999977,176.14999999999418,0.12079050407663286,223.90000000000873,1058.2599999999948,0.1535338851135966,0.7256756108097705,0.7256756108097705,0.8464661148864033,-0.0019082299036253803,0.01634,50,1.282549426581304,-0.0014429756381623138,1,0,0,0,0,93138.62,91076.27,2062.3499999999913,0.513133076344946,0.9052891718848916,1.4167290037402342,0.4565010183019987,0.5509862885204209,-98.50000000000153,0,0,0,0,1,0.0012120884139930066,0.0,0.11612021857923496,0.35135135135135137,0,0,0,0,-1.0,1,0.0029893244150700493,0.1939534996484601,0.018265570829392883,362.33000000000175,0,0,1,0.0034030672322309385,0.19395834848594878,0.06455742235798967,266.86999999999534,0,0,0,0.0,0.2587921545809409,0.0,533.7200000000012,0,0,0,0,0,1764878400000000
92802.17,93030.93,92001.58,92267.67,1029.3499999999913,534.5,0.5192597270121966,228.75999999999476,266.0899999999965,0.2222373342400512,0.2585029387477522,0.2585029387477522,0.7777626657599488,-0.00575956359641161,0.44388,29,92310.68,92534.58,91076.27,92022.99,1458.3099999999977,287.6899999999878,0.19727629927792323,223.90000000000873,946.7200000000012,0.1535338851135966,0.6491898156084801,0.6491898156084801,0.8464661148864033,-0.00311654079462953,0.01464,37,92134.53,92534.54,91868.82,92134.53,665.7199999999866,0.0,0.0,400.00999999999476,265.70999999999185,0.600868232890709,0.399131767109291,0.399131767109291,0.399131767109291,0.0,0.0017,13,92250.88,92534.53,92172.2,92409.95,362.33000000000175,159.06999999999243,0.43901967819388865,124.58000000000175,78.68000000000757,0.34383021002953423,0.21715011177657711,0.6561697899704657,0.21715011177657711,0.0017243195945664258,0.00398,8,92802.17,93030.93,91076.27,92022.99,1954.659999999989,779.179999999993,0.3986268711694092,228.75999999999476,946.7200000000012,0.11703314131357681,0.48433998751701396,0.48433998751701396,0.8829668586864232,-0.008396139874746411,0.45852,66,92134.53,92534.54,91868.82,92409.95,665.7199999999866,275.41999999999825,0.41371747881993,124.58999999999651,265.70999999999185,0.18715075407077902,0.399131767109291,0.8128492459292209,0.399131767109291,0.0029893244150700493,0.00568,21,0.34058097060357834,0.004205036154552255,0,1,0,0,1,93030.93,91076.27,1954.659999999989,0.6823079205590745,1.4167290037402342,0.4565010183019987,0.5442678603617273,0.34470631512853306,-279.3649999999981,0,0,0,0,1,0.0029893244150700493,159069999999992.44,2.3411764705882354,0.6153846153846154,0,0,0,0,-1.0,1,0.0004125096918676796,0.0637399854706175,-0.07279015276314021,266.86999999999534,0,0,0,-0.0029804149877800112,0.1321457440168645,-0.1409043004921571,533.7200000000012,0,0,0,-0.004419112876914211,0.0384619319984079,-0.20892124461543063,483.5500000000029,0,0,0,0,0,1764885600000000
92310.68,92534.58,91076.27,92022.99,1458.3099999999977,287.6899999999878,0.19727629927792323,223.90000000000873,946.7200000000012,0.1535338851135966,0.6491898156084801,0.6491898156084801,0.8464661148864033,-0.00311654079462953,0.01464,37,92134.53,92534.54,91868.82,92134.53,665.7199999999866,0.0,0.0,400.00999999999476,265.70999999999185,0.600868232890709,0.399131767109291,0.399131767109291,0.399131767109291,0.0,0.0017,13,92250.88,92534.53,92172.2,92409.95,362.33000000000175,159.06999999999243,0.43901967819388865,124.58000000000175,78.68000000000757,0.34383021002953423,0.21715011177657711,0.6561697899704657,0.21715011177657711,0.0017243195945664258,0.00398,8,92267.67,92534.54,92267.67,92448.07,266.86999999999534,180.40000000000873,0.6759845617716936,86.46999999998661,0.0,0.32401543822830636,0.0,0.6759845617716936,0.0,0.0019551810509574885,0.00041,3,92310.68,92534.58,91076.27,92134.53,1458.3099999999977,176.14999999999418,0.12079050407663286,223.90000000000873,1058.2599999999948,0.1535338851135966,0.7256756108097705,0.7256756108097705,0.8464661148864033,-0.0019082299036253803,0.01634,50,92250.88,92534.54,92172.2,92448.07,362.3399999999965,197.19000000000233,0.5442126179831215,86.46999999998661,78.68000000000757,0.23864326323339252,0.21714411878348602,0.7613567367666075,0.21714411878348602,0.0021375405849788365,0.00439,11,0.24846568973674807,0.0034030672322309385,0,1,0,0,1,92534.58,91076.27,1458.3099999999977,0.9406779079893884,0.4565010183019987,0.5442678603617273,0.7365385146137335,0.322000836564291,-387.7709999999993,1,0,0,0,0,0.0004125096918676796,1.1340919092224637,0.10301507537688442,0.375,0,0,1,0,1.0,0,-0.003391525642449933,0.15098298715636138,-0.21500229717961794,533.7200000000012,1,0,0,-0.004829630299475252,0.02541297803621845,-0.30616947014009777,483.5500000000029,0,0,1,0.0007222433091353953,0.045785875431142646,-0.2830811007261883,479.5899999999965,0,0,1,0,1,1764892800000000
92134.53,92534.54,91868.82,92134.53,665.7199999999866,0.0,0.0,400.00999999999476,265.70999999999185,0.600868232890709,0.399131767109291,0.399131767109291,0.399131767109291,0.0,0.0017,13,92250.88,92534.53,92172.2,92409.95,362.33000000000175,159.06999999999243,0.43901967819388865,124.58000000000175,78.68000000000757,0.34383021002953423,0.21715011177657711,0.6561697899704657,0.21715011177657711,0.0017243195945664258,0.00398,8,92267.67,92534.54,92267.67,92448.07,266.86999999999534,180.40000000000873,0.6759845617716936,86.46999999998661,0.0,0.32401543822830636,0.0,0.6759845617716936,0.0,0.0019551810509574885,0.00041,3,92600.54,92668.25,92134.53,92134.53,533.7200000000012,466.00999999999476,0.8731357265982046,67.7100000000064,0.0,0.12686427340179543,0.0,0.0,0.8731357265982046,-0.005032476052515444,0.00501,11,92134.53,92534.54,91868.82,92409.95,665.7199999999866,275.41999999999825,0.41371747881993,124.58999999999651,265.70999999999185,0.18715075407077902,0.399131767109291,0.8128492459292209,0.399131767109291,0.0029893244150700493,0.00568,21,92267.67,92668.25,92134.53,92134.53,533.7200000000012,133.13999999999942,0.24945664393314684,400.58000000000175,0.0,0.7505433560668532,0.0,0.0,0.24945664393314684,-0.0014429756381623138,0.0054199999999999995,14,0.8017184401850806,-0.0029804149877800112,0,1,0,0,0,92668.25,91868.82,799.429999999993,0.33237431670064194,0.5442678603617273,0.7365385146137335,1.999925057143967,1.2364933741080713,-49.1459999999964,1,1,0,1,0,-0.003391525642449933,2.583203991130666,12.21951219512195,3.6666666666666665,0,0,0,0,1.0,0,-0.0014429986238601034,0.43856247576399293,-0.16630599302002458,483.5500000000029,0,0,1,0.004127768383905606,0.4757264550992595,-0.12418848429505985,479.5899999999965,0,0,0,-0.010291147086765373,0.38160939669515737,-1.3130355378207,1354.75,0,1,0,1,-1,1764900000000000
92250.88,92534.53,92172.2,92409.95,362.33000000000175,159.06999999999243,0.43901967819388865,124.58000000000175,78.68000000000757,0.34383021002953423,0.21715011177657711,0.6561697899704657,0.21715011177657711,0.0017243195945664258,0.00398,8,92267.67,92534.54,92267.67,92448.07,266.86999999999534,180.40000000000873,0.6759845617716936,86.46999999998661,0.0,0.32401543822830636,0.0,0.6759845617716936,0.0,0.0019551810509574885,0.00041,3,92600.54,92668.25,92134.53,92134.53,533.7200000000012,466.00999999999476,0.8731357265982046,67.7100000000064,0.0,0.12686427340179543,0.0,0.0,0.8731357265982046,-0.005032476052515444,0.00501,11,92410.07,92485.13,92001.58,92001.58,483.5500000000029,408.49000000000524,0.8447730327784154,75.05999999999767,0.0,0.15522696722158458,0.0,0.0,0.8447730327784154,-0.004420405698210228,0.00894,15,92250.88,92534.54,92172.2,92448.07,362.3399999999965,197.19000000000233,0.5442126179831215,86.46999999998661,78.68000000000757,0.23864326323339252,0.21714411878348602,0.7613567367666075,0.21714411878348602,0.0021375405849788365,0.00439,11,92600.54,92668.25,92001.58,92001.58,666.6699999999983,598.9599999999919,0.898435507822451,67.7100000000064,0.0,0.10156449217754898,0.0,0.0,0.898435507822451,-0.006468212820357144,0.01395,26,1.8399017497378283,-0.004829630299475252,0,1,0,1,0,92668.25,92001.58,666.6699999999983,0.0,0.7365385146137335,1.999925057143967,0.9059994004346883,1.24742028686411,63.051000000000876,0,1,0,1,0,-0.0014429986238601034,0.8765691723353787,1.784431137724551,1.3636363636363635,0,0,0,1,0.0,1,0.005578817233356181,0.7698861505692414,0.05050474747626013,479.5899999999965,0,0,0,-0.008860934779598373,0.6570267148664335,-1.3750881245593747,1354.75,0,1,1,-0.004858177435648425,-0.6433017834910773,-1.215023924880385,381.15000000000873,0,1,0,1,-1,1764907200000000
92267.67,92534.54,92267.67,92448.07,266.86999999999534,180.40000000000873,0.6759845617716936,86.46999999998661,0.0,0.32401543822830636,0.0,0.6759845617716936,0.0,0.0019551810509574885,0.00041,3,92600.54,92668.25,92134.53,92134.53,533.7200000000012,466.00999999999476,0.8731357265982046,67.7100000000064,0.0,0.12686427340179543,0.0,0.0,0.8731357265982046,-0.005032476052515444,0.00501,11,92410.07,92485.13,92001.58,92001.58,483.5500000000029,408.49000000000524,0.8447730327784154,75.05999999999767,0.0,0.15522696722158458,0.0,0.0,0.8447730327784154,-0.004420405698210228,0.00894,15,92035.25,92514.84,92035.25,92514.84,479.5899999999965,479.5899999999965,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0052109382003091564,0.00237,4,92267.67,92668.25,92134.53,92134.53,533.7200000000012,133.13999999999942,0.24945664393314684,400.58000000000175,0.0,0.7505433560668532,0.0,0.0,0.24945664393314684,-0.0014429756381623138,0.0054199999999999995,14,92410.07,92514.84,92001.58,92514.84,513.2599999999948,104.76999999998952,0.20412656353503214,0.0,408.49000000000524,0.0,0.7958734364649679,1.0,0.7958734364649679,0.0011337508996582812,0.01131,19,0.9616652926628075,0.004127768383905606,0,1,0,0,0,92668.25,92001.58,666.6699999999983,0.7698861505692414,1.999925057143967,0.9059994004346883,0.9918105676765456,1.1204152195243433,58.79900000000044,1,0,1,0,0,0.005578817233356181,1.1740556684373922,0.2651006711409396,0.26666666666666666,0,0,0,0,0.0,0,-0.01435964219361996,-0.1128594357028078,-2.144974275128616,1354.75,0,1,1,-0.010379091613842761,-1.4131879340603186,-1.9849100754496263,381.15000000000873,0,1,0,-0.021219622711340036,-1.4403227983860136,-2.9446802765986098,1002.9099999999889,0,1,0,1,-1,1764914400000000
92600.54,92668.25,92134.53,92134.53,533.7200000000012,466.00999999999476,0.8731357265982046,67.7100000000064,0.0,0.12686427340179543,0.0,0.0,0.8731357265982046,-0.005032476052515444,0.00501,11,92410.07,92485.13,92001.58,92001.58,483.5500000000029,408.49000000000524,0.8447730327784154,75.05999999999767,0.0,0.15522696722158458,0.0,0.0,0.8447730327784154,-0.004420405698210228,0.00894,15,92035.25,92514.84,92035.25,92514.84,479.5899999999965,479.5899999999965,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0052109382003091564,0.00237,4,92141.06,92439.6,91084.85,91186.36,1354.75,954.6999999999971,0.7047056652518894,298.54000000000815,101.50999999999476,0.22036538106662348,0.07492895368148718,0.07492895368148718,0.7796346189333765,-0.010361287356581261,0.10925,62,92600.54,92668.25,92001.58,92001.58,666.6699999999983,598.9599999999919,0.898435507822451,67.7100000000064,0.0,0.10156449217754898,0.0,0.0,0.898435507822451,-0.006468212820357144,0.01395,26,92035.25,92514.84,91084.85,91186.36,1429.9899999999907,848.8899999999994,0.5936335219127441,479.5899999999965,101.50999999999476,0.3353799676920815,0.07098651039517438,0.07098651039517438,0.6646200323079184,-0.009223531201360324,0.11162,66,2.144974275128616,-0.008860934779598373,1,0,0,0,0,92668.25,91084.85,1583.3999999999942,0.06410887962611793,0.9059994004346883,0.9918105676765456,2.8248086907567087,2.715183784722685,245.91299999999893,0,1,0,1,0,-0.01435964219361996,1.9906586876290249,46.097046413502106,15.5,0,0,0,0,-2.0,1,0.004038542606591644,0.24400025262094685,0.003284072249587665,381.15000000000873,0,0,0,-0.0069599225147268795,0.23257547050650254,-0.4008147025388383,1002.9099999999889,0,1,0,-0.009371467399290845,0.1582670203359901,-0.7106290261462742,1375.8100000000122,0,1,0,1,-1,1764921600000000
