feature,importance
C4_break_C3_high,0.02252873383377239
C4_break_C3_low,0.020110997826771494
C4_close_above_C3_high,0.019966205473216873
H4_2_open_location,0.017172724636814955
C1_close_location,0.01474068884335362
C2_close_location,0.014630044604285939
C3_open_location,0.014405104358147775
H4_same_direction,0.014335570067396122
C2_body_ratio,0.014184514577106724
C4_close_below_C3_low,0.013874855919212796
C1_open_location,0.013841032087932793
H4_1_close_location,0.013662945857121033
C4_body_ratio,0.013646487168395739
C4_open_location,0.01350653605030681
C4_close_position,0.013501554788268925
H4_1_open_location,0.013449647189962806
C3_close_location,0.013251369799835266
H4_opposite_direction,0.013202584287014615
C4_upper_wick_ratio,0.013031265930162496
C2_open_location,0.012897350703351523
direction_sum,0.012820644774890394
H4_2_close_location,0.012695788769512472
C4_close_location,0.012169959448511479
C2_lower_wick_ratio,0.012018022769221943
H4_2_body_ratio,0.011812464666836312
H4_1_body_ratio,0.011448078421382143
H4_1_lower_wick_ratio,0.011258661553873879
last2_bearish,0.011110774363429941
C1_upper_wick_ratio,0.010924815787619224
C3_body_ratio,0.010910338193698754
C1_body_ratio,0.01076918323092053
H4_2_lower_wick_ratio,0.010750494704209449
C2_upper_wick_ratio,0.010669618789125127
C1_lower_wick_ratio,0.010626105366599947
H4_2_upper_wick_ratio,0.010593944398134733
C3_lower_wick_ratio,0.010177754144867938
C4_lower_wick_ratio,0.009980224534388127
H4_1_upper_wick_ratio,0.009972943312570709
C3_open,0.009246202175848383
C2_high,0.009226711841889496
C4_inside_C3,0.009082262223975996
C3_close,0.009064859961313863
C1_open,0.009052807725327476
H4_inside,0.009002490928893514
H4_1_open,0.008953481887859716
C1_close,0.008900410747462138
C4_open,0.008794839096084554
C4_high,0.008603944388278129
H4_2_open,0.008553790725445237
H4_2_high,0.008500544503420804
C2_close,0.008485099940032968
C4_close,0.008478693334876457
C3_high,0.008345942420016055
H4_1_close,0.008300316979811439
C3_upper_wick_ratio,0.008256307907108977
C1_low,0.008231279464948785
C2_low,0.008136026798905594
C3_low,0.008026908718306329
H4_2_close,0.008026615713310816
H4_2_low,0.008012351765552537
window_high,0.007998364878000427
H4_1_high,0.00799135658314868
window_low,0.00794088410241649
H4_1_low,0.007839200895699469
C4_low,0.007802261897074016
C2_open,0.007748409251601733
C1_high,0.007656756286079743
all_bullish,0.006984261393780044
last2_bullish,0.006822922491674947
H4_return_change,0.006541695574754907
H4_2_return,0.006474109109007474
C4_body,0.006262595269226085
window_range,0.006112388418080327
H4_2_body,0.006003297805163784
H4_1_body,0.005977560390643683
H4_2_range,0.005871776270859868
C1_upper_wick,0.0058579466307218265
C4_return,0.005849432974266708
C1_lower_wick,0.005831064059072594
C3_C4_return,0.005827784032333315
C4_range,0.005656030003461103
H4_range_ratio,0.005623408925031858
C3_body,0.005494427005108758
C2_range,0.005488024346496881
C2_upper_wick,0.005445260528933411
H4_1_upper_wick,0.0054246401920535325
C1_range,0.005422319784732451
C2_body,0.005395252931796884
H4_1_return,0.005365862790244782
C4_lower_wick,0.005364530783251299
C1_body,0.005253549079088008
H4_1_range,0.005237419198592207
C3_range,0.005232878488183371
C2_lower_wick,0.005197089229101513
C4_upper_wick,0.004938887704801258
C3_lower_wick,0.004882030940983382
C4_vs_avg_range,0.004660352531957264
C3_return,0.004646846384464336
H4_1_lower_wick,0.00456212475246581
C3_upper_wick,0.004528029915494081
H4_2_lower_wick,0.00443011072445928
H4_2_upper_wick,0.004408882834187112
H4_bearish_engulf,0.004327625511604288
C1_return,0.003932105009805848
C2_return,0.003887045062629193
range_trend,0.0037547993985562605
H4_1_trades,0.0036682647389411657
H4_2_trades,0.002941433539460881
C4_trades,0.0029240221104804187
C2_trades,0.0028804435652281797
C3_C2_range_ratio,0.002780994076148445
C3_trades,0.0027763460405288926
C2_volume,0.002761199676731098
C1_volume,0.0025888297772142035
C1_trades,0.0025670352072127375
H4_1_volume,0.00254205469757091
C2_C1_range_ratio,0.0025128032031407027
C4_C3_range_ratio,0.002383534808696165
H4_2_volume,0.002293838245069593
C4_volume,0.0022774334794909913
C4_trades_ratio,0.0018581036121958887
all_bearish,0.001770067127520283
C3_volume,0.0015637012876628888
H4_bullish_engulf,0.0013842738059890104
C4_volume_ratio,0.0009224079359868165
C4_body_vs_C3_body,0.000717690212747435
