feature,importance
H4_opposite_direction,0.019293293288057425
H4_same_direction,0.018208459133293293
C4_break_C3_low,0.017021347090172827
C2_open_location,0.016716622543303663
C4_open_location,0.015523054643936654
H4_1_close_location,0.01548433440847386
C3_body_ratio,0.015369314157485698
C1_close_location,0.015347421839297258
C4_close_above_C3_high,0.015087229230438856
C4_close_location,0.015062774466769622
C3_close_location,0.014618441602742395
C1_upper_wick_ratio,0.014531726576029158
H4_1_body_ratio,0.01408431356989637
H4_1_open_location,0.013792562418802303
C3_open_location,0.013594075176147212
C1_open_location,0.013321934858591629
C2_close_location,0.013191112424125153
C2_body_ratio,0.013016565594531087
C2_lower_wick_ratio,0.012436044326062507
C4_break_C3_high,0.012046565950095529
H4_2_close_location,0.011992399185533078
last2_bearish,0.011983368525301411
C3_lower_wick_ratio,0.011729557998005673
C4_close_position,0.011320883085386731
C1_body_ratio,0.011279838373141558
H4_2_body_ratio,0.011260675206639443
H4_2_open_location,0.011230394236521751
C3_upper_wick_ratio,0.011190320220749513
C4_body_ratio,0.011038571692681076
H4_2_upper_wick_ratio,0.010989342254284266
C4_lower_wick_ratio,0.010898107033766655
C1_lower_wick_ratio,0.010355279208977141
C2_upper_wick_ratio,0.009868166265561033
H4_1_upper_wick_ratio,0.00981152775761082
H4_1_lower_wick_ratio,0.009666796812147315
H4_1_high,0.009655712245294365
H4_2_high,0.009573746966365777
C4_close_below_C3_low,0.009484824165698624
H4_2_low,0.009389035922226183
C1_close,0.009322754446006823
direction_sum,0.009269322313740207
C3_high,0.009165379225306663
C4_open,0.009096841952968246
window_low,0.009071888416820691
C3_open,0.009058095037236856
H4_2_lower_wick_ratio,0.009006072274101343
C3_close,0.008991999047874464
H4_2_close,0.008988168032554093
C4_upper_wick_ratio,0.008923013447717645
C1_low,0.008922466730475753
C4_close,0.008904206628863083
C2_open,0.008855415042384589
C4_low,0.00882384431596789
H4_1_open,0.008819301010799715
C4_high,0.008774151545045662
H4_1_close,0.008740576282770156
C1_open,0.008693460995812984
C2_close,0.008637865125963047
H4_inside,0.008606620345427002
C1_high,0.008557090784588002
H4_1_low,0.008510683609174455
window_high,0.008480965408800598
C3_low,0.008426857348665856
H4_2_open,0.00835982584719711
C2_high,0.008334160829935024
C2_low,0.008050122403477978
last2_bullish,0.007561268193941156
H4_1_body,0.007208111955103812
H4_1_return,0.006763226727470737
C4_inside_C3,0.006511429796437149
C3_C4_return,0.006502562696370364
H4_2_body,0.006266464354944397
C4_body,0.0061426904490908645
H4_bearish_engulf,0.006078817599550874
H4_1_range,0.005839561716046819
H4_2_range,0.005837676581372218
C1_range,0.005775766391037426
C3_upper_wick,0.005760400026099592
C4_return,0.005747953904850297
C4_lower_wick,0.005549393991054138
C3_lower_wick,0.0054932404151037915
H4_2_lower_wick,0.0054555336418094375
C3_range,0.005372030052069731
H4_1_upper_wick,0.005326093132642567
C2_upper_wick,0.005226191597147761
C3_body,0.0052145324098595985
C1_upper_wick,0.00519840090017515
H4_range_ratio,0.005193324768305122
C1_body,0.005173741529248111
C4_vs_avg_range,0.00511814769550613
window_range,0.005103440361721405
C2_lower_wick,0.005060075713956701
H4_2_return,0.0049951881157275085
C2_body,0.00495021501165467
C3_return,0.004935252890467773
C1_lower_wick,0.004802495873795317
H4_1_lower_wick,0.004796582727361427
H4_2_upper_wick,0.004638566558511942
C2_range,0.004638360863348378
C4_range,0.004401449014138916
C2_return,0.004386635413371752
C4_upper_wick,0.004350361004001298
range_trend,0.004229796073847856
C1_return,0.004118836495166493
H4_return_change,0.003949137162878046
C2_C1_range_ratio,0.0036924101102999017
H4_2_trades,0.0036060385572101003
C4_C3_range_ratio,0.003560709893143987
C3_C2_range_ratio,0.00339184909625628
C3_trades,0.0033787871335407525
H4_1_trades,0.0029810225180723895
C1_volume,0.0029127335711920674
C1_trades,0.0026526654593176224
H4_2_volume,0.0026413625747312166
C3_volume,0.00253703328682111
C4_trades_ratio,0.0025006087476170946
C2_trades,0.002406091642938836
all_bearish,0.0023676708385867145
C4_trades,0.002318335382411618
H4_1_volume,0.0023177441353754115
C4_volume,0.0022151044405853203
H4_bullish_engulf,0.0020528964430099592
C2_volume,0.001990931489722384
C4_volume_ratio,0.001515637308421535
all_bullish,0.000718308489967343
C4_body_vs_C3_body,0.0007122161717705742
